BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,CITY_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CHECKER_CODE,VAL_FLAG,CREATEDATE,UPDATEDATE,BL_COMP_CODE,RUN_COMP_CODE,LOW_COMP_CODE,BUS_GROUP_CODE,GET_POINT_CODE,POS_CODE,UP_TIME
18324593914,0,0,20160307050510,300027147,1000,7510,62258210,1,0,114,950131,11,11,9003002,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,19700101010101
18324891862,0,0,20160307050728,300034043,1000,7510,2868706,1,0,114,950147,1,1,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,19700101010101
18324892547,0,0,20160307051525,300034043,1000,7510,20860243,1,0,114,950147,1,1,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,19700101010101
18324918894,0,0,20160307051527,300034043,1000,7510,39741490,1,0,114,950147,1,1,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,19700101010101
18324913097,0,0,20160307051833,300034043,1000,7510,1829090,1,0,114,950147,1,1,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,19700101010101
18323468186,0,0,20160307051855,300034045,1000,7510,54528327,1,0,114,950142,1,1,9003034,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,19700101010101
18323415233,0,0,20160307051857,300034045,1000,7510,61644298,19,0,114,950142,1,1,9003034,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,19700101010101
18324408989,6,1,20160307052154,300034046,1000,7510,61644298,19,0,114,950142,1,1,9003034,0,,20160309180359,20160309180359,75100800,0,0,4616,0,0,20160307051801
18323471813,0,1,20160307052427,300034045,1000,7510,6899121,1,0,114,950142,1,1,9003034,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,19700101010101
18323417263,8,1,20160307052427,300034045,1000,7510,6899121,1,0,114,950142,7,1,9003034,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,20120515113201
18323373031,0,1,20160307052540,300034045,1000,7510,65381165,1,0,114,950142,1,1,9003034,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,19700101010101
18323468784,0,1,20160307052541,300034045,1000,7510,81402947,1,0,114,950142,1,1,9003034,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,19700101010101
18324944967,0,0,20160307052642,600000234,1000,7510,79015362,1,0,114,950132,1,1,9003000,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,19700101010101
18324419038,6,2,20160307052720,300034046,1000,7510,6899121,1,0,114,950142,1,1,9003034,0,,20160309180359,20160309180359,75100800,0,0,4616,0,0,20160307052401
18324415674,6,3,20160307053001,300034046,1000,7510,54528327,1,0,114,950142,1,1,9003034,0,,20160309180359,20160309180359,75100800,0,0,4616,0,0,20160307051801
18324733260,6,1,20160307053015,300034048,1000,7510,2868706,1,0,114,950147,1,3,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,20160307050701
18324685766,6,2,20160307053224,300034048,1000,7510,39741490,1,0,114,950147,1,3,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,20160307051501
18324726097,6,3,20160307053249,300034048,1000,7510,20860243,1,0,114,950147,1,3,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,20160307051501
18324732959,6,4,20160307053251,300034048,1000,7510,1829090,1,0,114,950147,1,3,9003027,0,,20160309180913,20160309180913,75100800,0,0,4616,0,0,20160307051801
18323542088,6,1,20160307053406,300027197,1000,7510,62258210,1,0,114,950131,11,11,9003002,0,,20160309175743,20160309175743,75100800,0,0,4616,0,0,20160307050501
