BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,CITY_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CHECKER_CODE,VAL_FLAG,CREATEDATE,UPDATEDATE,BL_COMP_CODE,RUN_COMP_CODE,LOW_COMP_CODE,BUS_GROUP_CODE,GET_POINT_CODE,POS_CODE,UP_TIME
18306811572,0,8823,20160307050615,22340,1000,7511,15783172,1,0,15,930012,3,3,9014629,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307078600,0,11936,20160307050910,200000957,1000,7511,16235140,1,0,15,930003,14,14,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307057459,0,11936,20160307051022,200000957,1000,7510,79802344,1,0,15,930003,14,14,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307070455,0,11936,20160307051026,200000957,1000,7511,16616087,1,0,15,930003,14,14,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18306789689,0,8823,20160307051055,22340,1000,7510,74645500,1,0,15,930012,4,4,9014629,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307102759,0,12188,20160307051144,22701,1000,7510,43676447,1,0,15,930004,14,14,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307099169,0,12188,20160307051146,22701,1000,7510,68634798,1,0,15,930004,14,14,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18306809655,0,8823,20160307051603,22340,1000,7510,45594582,1,0,15,930012,6,6,9014629,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307050654,0,11936,20160307051732,200000957,1000,7510,46532189,1,0,15,930003,12,12,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307098581,0,10442,20160307051833,300001860,1000,7510,48900789,1,0,15,930017,4,4,9014640,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307099466,0,12188,20160307051932,22701,1000,7510,4777884,1,0,15,930004,13,13,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307051242,6,108898,20160307052022,300003617,1000,7511,16235140,1,0,15,930003,14,10,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,20160307050901
18307102497,0,10442,20160307052030,300001860,1000,7510,37261699,6,0,15,930017,4,4,9014640,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307097039,0,12188,20160307052119,22701,1000,7510,35188340,1,0,15,930004,12,12,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307104362,8,12189,20160307052323,22701,1000,7510,41218321,81,7,15,930004,12,12,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,20160306061601
18307099249,0,12189,20160307052323,22701,1000,7510,41218321,81,0,15,930004,12,12,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307101156,0,12189,20160307052325,22701,1000,7510,21590397,1,0,15,930004,12,12,9017046,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18306795311,0,9973,20160307052333,300018030,1000,7510,82017668,1,0,15,930005,14,14,9014628,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18306804529,0,9973,20160307052334,300018030,1000,7510,33278537,1,0,15,930005,14,14,9014628,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18306798797,0,9973,20160307052337,300018030,1000,7510,52995694,1,0,15,930005,14,14,9014628,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307070317,0,11936,20160307052344,200000957,1000,7510,27730489,1,0,15,930003,9,9,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307070006,0,11936,20160307052346,200000957,1000,7511,18907913,1,0,15,930003,9,9,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307071093,0,11936,20160307052351,200000957,1000,7510,30396091,1,0,15,930003,9,9,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18306809176,185,9974,20160307052548,300018030,1000,7510,12691371,7,0,15,930005,0,14,9014628,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307136516,6,92597,20160307052837,300018034,1000,7510,37261699,6,0,15,930017,4,7,9014640,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,20160307052001
18306802783,0,8823,20160307052914,22340,1000,7510,89142448,1,0,15,930012,12,12,9014629,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307052865,6,108899,20160307052917,300003617,1000,7511,16616087,1,0,15,930003,14,7,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,20160307051001
18306813731,0,9974,20160307052919,300018030,1000,7510,72833625,1,0,15,930005,13,13,9014628,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
18307075565,6,108900,20160307052929,300003617,1000,7510,79802344,1,0,15,930003,14,6,9014630,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,20160307051001
18307096196,0,10442,20160307053114,300001860,1000,7510,64240440,1,0,15,930017,8,8,9014640,0,,20160308203119,20160308203119,75100800,0,0,9992,0,0,19700101010101
