BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,CITY_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CHECKER_CODE,VAL_FLAG,CREATEDATE,UPDATEDATE,BL_COMP_CODE,RUN_COMP_CODE,LOW_COMP_CODE,BUS_GROUP_CODE,GET_POINT_CODE,POS_CODE,UP_TIME
18303200425,0,7128,20160307052123,600001592,1000,7510,83331507,1,118,33,67661,5,5,6001778,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303190832,0,7128,20160307052738,600001592,1000,7510,7236944,1,118,33,67661,8,8,6001778,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303195230,0,4940,20160307053137,300004740,1000,7510,30999990,1,118,33,67660,1,1,6001822,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303212062,0,4940,20160307053139,300004740,1000,7510,22069528,1,118,33,67660,1,1,6001822,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303195355,6,115557,20160307053321,300031741,1000,7510,7236944,1,0,33,67661,8,11,6001778,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307052701
18303202509,6,115558,20160307053324,300031741,1000,7510,83331507,1,118,33,67661,5,11,6001778,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307052101
18303127916,6,81513,20160307053328,300031697,1000,7510,30999990,1,118,33,67660,1,1,6001822,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307053101
18303198469,6,81514,20160307054227,300031697,1000,7510,22069528,1,0,33,67660,1,1,6001822,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307053101
18303197012,0,7128,20160307054538,600001592,1000,7510,89067707,1,118,33,67661,5,5,6001778,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303209859,0,3813,20160307055020,400002017,1000,7510,19082096,1,118,33,67654,3,3,6006024,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303194776,6,115559,20160307055057,300031741,1000,7510,89067707,1,118,33,67661,5,3,6001778,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307054501
18303200509,0,4940,20160307055157,300004740,1000,7511,16832898,1,118,33,67660,1,1,6001822,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303194473,0,3813,20160307055220,400002017,1000,7510,4667021,1,118,33,67654,4,4,6006024,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303204076,185,3814,20160307055535,400002017,1000,7510,12536950,7,0,33,67654,0,5,6006024,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303203913,0,6201,20160307055809,700001056,1000,7510,1200686,1,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303127276,8,6202,20160307055813,700001056,1000,7510,41452990,81,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160226154201
18303195274,0,6202,20160307055813,700001056,1000,7510,41452990,81,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303193545,0,6202,20160307055815,700001056,1000,7510,81832328,19,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303202787,0,6202,20160307055816,700001056,1000,7511,11329810,1,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303210294,0,6202,20160307055818,700001056,1000,7510,48245402,1,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303209084,0,6202,20160307055819,700001056,1000,7510,21330447,1,118,33,67664,1,1,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
18303208960,6,112151,20160307055828,300031745,1000,7510,21330447,1,0,33,67664,1,2,6001718,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307055801
18303201034,6,74718,20160307055924,300025559,1000,7510,4667021,1,0,33,67654,4,5,6006024,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,20160307055201
18303201011,0,4940,20160307055924,300004740,1000,7510,79813671,1,118,33,67660,1,1,6001822,0,,20160308195939,20160308195939,75100600,0,0,1798,0,0,19700101010101
