BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18430042380,0,39259,20160313052812,109006820,7511,17097900,1,0,374,68119,1,1,6002484,20160314171355,1798,0,20160313052801
18430050517,0,39260,20160313052814,109006820,7510,23769966,1,0,374,68119,1,1,6002484,20160314171355,1798,0,20160313052801
18430045040,0,39261,20160313052816,109006820,7510,51488316,1,0,374,68119,1,1,6002484,20160314171355,1798,0,20160313052801
18430043040,0,39262,20160313052818,109006820,7510,89521856,1,0,374,68119,1,1,6002484,20160314171355,1798,0,20160313052801
18430043215,0,39263,20160313052927,109006820,7510,86192041,1,0,374,68119,1,1,6002484,20160314171355,1798,0,20160313052901
18430051172,0,39264,20160313053021,109006820,7510,25282639,1,0,374,68119,2,2,6002484,20160314171355,1798,0,20160313053001
18430048689,0,39265,20160313053519,109006820,7510,49893176,1,0,374,68119,2,2,6002484,20160314171355,1798,0,20160313053501
18430039346,6,35072,20160313054349,109006812,7511,17097900,1,0,374,68119,1,6,6002484,20160314171355,1798,0,20160313052801
18430051580,6,35073,20160313054618,109006812,7510,86192041,1,0,374,68119,1,8,6002484,20160314171355,1798,0,20160313052901
18430289053,185,31337,20160313054851,109006777,7510,12642752,7,2,374,610060,0,1,6002578,20160314171355,1798,0,19700101010101
18430045006,6,35074,20160313054852,109006812,7510,51488316,1,0,374,68119,1,9,6002484,20160314171355,1798,0,20160313052801
18430045802,6,35075,20160313054853,109006812,7510,23769966,1,0,374,68119,1,9,6002484,20160314171355,1798,0,20160313052801
18430043004,185,20086,20160313055417,109006827,7510,12642752,7,2,374,610060,0,1,6002578,20160314171355,1798,0,19700101010101
18430285930,0,31338,20160313055505,109006777,7510,43661686,1,0,374,610060,1,1,6002578,20160314171355,1798,0,20160313055501
18430217963,0,31339,20160313055507,109006777,7511,14535241,1,0,374,610060,1,1,6002578,20160314171355,1798,0,20160313055501
18430289897,0,31340,20160313055509,109006777,7511,14107001,1,0,374,610060,1,1,6002578,20160314171355,1798,0,20160313055501
18430050155,185,31341,20160313055510,109006777,7510,12599797,7,4,374,610060,0,1,6002578,20160314171355,1798,0,19700101010101
18430040471,185,39266,20160313055553,109006820,7510,12679476,7,0,374,68119,0,12,6002484,20160314171355,1798,0,19700101010101
18430040420,0,39267,20160313055555,109006820,7510,19426120,1,0,374,68119,12,12,6002484,20160314171355,1798,0,20160313055501
