BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18433650654,0,64986,20160313000611,300026019,7510,13936186,1,130,74,98268,15,15,9004512,20160314174633,1176,0,19700101010101
18431240108,0,64986,20160313001001,300026019,7510,80924235,1,130,74,98268,13,13,9004512,20160314172301,776,0,19700101010101
18431297782,0,64986,20160313001002,300026019,7511,13399914,1,130,74,98268,13,13,9004512,20160314172301,776,0,19700101010101
18433088782,0,5192,20160313001158,21035,7510,87203162,1,130,74,98268,12,12,9004512,20160314174140,1032,0,19700101010101
18433113062,0,5192,20160313001202,21035,7510,33376833,19,130,74,98268,12,12,9004512,20160314174140,1032,0,19700101010101
18433088925,6,64987,20160313001421,300026019,7510,87203162,1,130,74,98268,12,10,9004512,20160314174140,1032,0,20160313001101
18433090173,0,5192,20160313001606,21035,7510,89420684,1,130,74,98268,10,10,9004512,20160314174140,1032,0,19700101010101
18431114312,6,64988,20160313002008,300026019,7510,33376833,19,130,74,98268,12,7,9004512,20160314172301,1544,0,20160313001201
18431105305,6,64989,20160313002017,300026019,7510,15751534,1,0,74,98268,21,7,9004512,20160314172301,1544,0,20160312235001
18431078037,6,64990,20160313002025,300026019,7510,47027496,1,130,74,98268,21,7,9004512,20160314172301,1544,0,20160312235001
18431865775,6,64991,20160313002219,300026019,7511,13399914,1,130,74,98268,13,7,9004512,20160314173205,1032,0,20160313001001
18431871781,6,64992,20160313002223,300026019,7510,43972260,1,130,74,98268,19,7,9004512,20160314173205,1032,0,20160312235601
18434008599,6,64993,20160313002235,300026019,7510,89420684,1,130,74,98268,10,7,9004512,20160314175106,2200,0,20160313001601
18434058194,6,64994,20160313002238,300026019,7510,80924235,1,130,74,98268,13,7,9004512,20160314175106,2200,0,20160313001001
18431437584,6,64995,20160313002501,300026019,7510,13936186,1,0,74,98268,15,5,9004512,20160314172738,5016,0,20160313000601
18433261925,0,5192,20160313005124,21035,7510,42061955,18,130,74,98268,5,5,9004512,20160314174140,2456,0,19700101010101
18430980382,0,5192,20160313005124,21035,7510,42061955,18,130,74,98268,5,5,9004512,20160314172301,4616,0,19700101010101
18433259494,0,5192,20160313005125,21035,7510,30031560,1,130,74,98268,5,5,9004512,20160314174140,2456,0,19700101010101
18433201180,0,5192,20160313005342,21035,7511,17058229,1,130,74,98268,2,2,9004512,20160314174140,2456,0,19700101010101
18431520179,0,5192,20160313005611,21035,7511,16440948,1,130,74,98268,3,3,9004512,20160314172738,5128,0,19700101010101
18433467218,0,5192,20160313005912,21035,7510,30528317,1,130,74,98268,4,4,9004512,20160314174633,1032,0,19700101010101
18433476794,0,5192,20160313005914,21035,7510,70035361,6,130,74,98268,4,4,9004512,20160314174633,1032,0,19700101010101
18433472527,6,64996,20160313005923,300026019,7511,17058229,1,130,74,98268,2,4,9004512,20160314174633,1032,0,20160313005301
18433472394,0,64996,20160313005927,300026019,7511,17058229,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433475829,6,64997,20160313010021,300026019,7510,70035361,6,130,74,98268,4,5,9004512,20160314174633,1032,0,20160313005901
18433472651,0,5192,20160313010027,21035,7511,19278287,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433469340,0,5192,20160313010028,21035,7510,43472732,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433462231,6,5193,20160313010031,21035,7511,17058229,1,130,74,98268,5,5,9004512,20160314174633,1032,0,20160313005901
18433463972,0,5193,20160313010147,21035,7511,16776719,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433468062,0,5193,20160313010152,21035,7510,2428834,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433483467,0,5193,20160313010201,21035,7510,74079602,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433460988,0,5193,20160313010309,21035,7510,37746634,18,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433470266,0,5193,20160313010311,21035,7510,5332029,1,130,74,98268,5,5,9004512,20160314174633,1032,0,19700101010101
18433977945,6,64998,20160313010939,300026019,7511,16776719,1,130,74,98268,5,6,9004512,20160314174633,776,0,20160313010101
18431185083,0,5193,20160313011013,21035,7510,49981612,1,130,74,98268,6,6,9004512,20160314172301,1032,0,19700101010101
18431175998,0,5193,20160313011015,21035,7510,47631460,1,130,74,98268,6,6,9004512,20160314172301,1032,0,19700101010101
18431184584,0,5193,20160313011018,21035,7510,37039938,6,130,74,98268,6,6,9004512,20160314172301,1032,0,19700101010101
18431189790,0,5193,20160313011019,21035,7510,88105751,1,130,74,98268,6,6,9004512,20160314172301,1032,0,19700101010101
18431185060,0,5193,20160313011130,21035,7510,16418854,1,130,74,98268,7,7,9004512,20160314172301,1032,0,19700101010101
18431178231,0,5193,20160313011132,21035,7511,14118649,1,130,74,98268,7,7,9004512,20160314172301,1032,0,19700101010101
18431142243,0,5193,20160313011133,21035,7510,85212390,19,130,74,98268,7,7,9004512,20160314172301,1032,0,19700101010101
18431177209,0,5193,20160313011134,21035,7510,41083580,81,130,74,98268,7,7,9004512,20160314172301,1032,0,19700101010101
18431184572,0,5193,20160313011141,21035,7510,38784021,18,130,74,98268,7,7,9004512,20160314172301,1032,0,19700101010101
18433468998,0,5193,20160313011328,21035,7510,48536389,1,130,74,98268,7,7,9004512,20160314174633,5016,0,19700101010101
18433464051,0,5193,20160313011330,21035,7510,26282205,1,130,74,98268,7,7,9004512,20160314174633,5016,0,19700101010101
18433455001,0,5193,20160313011332,21035,7511,13567631,1,130,74,98268,7,7,9004512,20160314174633,5016,0,19700101010101
18431423374,6,64999,20160313011724,300026019,7510,38784021,18,130,74,98268,7,9,9004512,20160314172738,520,0,20160313011101
18431420414,0,5193,20160313011737,21035,7511,16271166,1,130,74,98268,9,9,9004512,20160314172738,520,0,19700101010101
18431420391,0,5193,20160313011738,21035,7510,83547083,19,130,74,98268,9,9,9004512,20160314172738,520,0,19700101010101
18431378377,0,5193,20160313011741,21035,7510,39703484,1,130,74,98268,9,9,9004512,20160314172738,520,0,19700101010101
18431431281,6,65000,20160313011752,300026019,7510,39703484,1,130,74,98268,9,10,9004512,20160314172738,520,0,20160313011701
18433218215,6,65001,20160313011845,300026019,7510,41083580,81,130,74,98268,7,10,9004512,20160314174140,2456,0,20160313011101
18433207709,6,65002,20160313011911,300026019,7510,85212390,19,130,74,98268,7,10,9004512,20160314174140,2456,0,20160313011101
18433210241,0,5193,20160313012026,21035,7510,49091878,1,130,74,98268,10,10,9004512,20160314174140,2456,0,19700101010101
18433159688,0,5193,20160313012027,21035,7510,86672316,1,130,74,98268,10,10,9004512,20160314174140,2456,0,19700101010101
18433165960,0,5193,20160313012028,21035,7510,20227500,1,130,74,98268,10,10,9004512,20160314174140,2456,0,19700101010101
18433162042,0,5193,20160313012029,21035,7511,18718236,1,130,74,98268,10,10,9004512,20160314174140,2456,0,19700101010101
18433163662,0,5193,20160313012032,21035,7511,14251767,1,130,74,98268,10,10,9004512,20160314174140,2456,0,19700101010101
18433219322,6,65003,20160313012112,300026019,7510,47631460,1,130,74,98268,6,10,9004512,20160314174140,2456,0,20160313011001
18431696763,0,5193,20160313012116,21035,7510,42934441,1,130,74,98268,10,10,9004512,20160314172738,5384,0,19700101010101
18432831311,0,5193,20160313012116,21035,7510,42934441,1,130,74,98268,10,10,9004512,20160314174140,1288,0,19700101010101
18433154690,6,65004,20160313012119,300026019,7510,49981612,1,130,74,98268,6,10,9004512,20160314174140,2456,0,20160313011001
18432824527,6,65005,20160313012224,300026019,7510,2428834,1,0,74,98268,5,11,9004512,20160314174140,1288,0,20160313010101
18432838913,6,65006,20160313012549,300026019,7510,74079602,1,130,74,98268,5,11,9004512,20160314174140,1288,0,20160313010201
18433163811,0,5193,20160313012807,21035,7510,3961911,1,130,74,98268,11,11,9004512,20160314174140,2056,0,19700101010101
18433164287,6,65007,20160313012808,300026019,7510,43472732,1,130,74,98268,5,11,9004512,20160314174140,2056,0,20160313010001
18433164770,6,65008,20160313012810,300026019,7511,19278287,1,130,74,98268,5,11,9004512,20160314174140,2056,0,20160313010001
18433206863,6,65009,20160313012814,300026019,7510,3961911,1,0,74,98268,11,11,9004512,20160314174140,2056,0,20160313012801
18433165812,6,65010,20160313013505,300026019,7510,83547083,19,130,74,98268,9,13,9004512,20160314174140,2056,0,20160313011701
18433159666,6,65011,20160313013610,300026019,7510,5332029,1,0,74,98268,5,13,9004512,20160314174140,2056,0,20160313010301
18433217760,6,65012,20160313013616,300026019,7510,37039938,6,130,74,98268,6,13,9004512,20160314174140,2056,0,20160313011001
18433153180,6,65013,20160313013625,300026019,7510,88105751,1,130,74,98268,6,13,9004512,20160314174140,2056,0,20160313011001
18433159756,6,65014,20160313013627,300026019,7510,37746634,18,130,74,98268,5,13,9004512,20160314174140,2056,0,20160313010301
18433159503,0,5193,20160313013637,21035,7510,38465742,18,130,74,98268,13,13,9004512,20160314174140,2056,0,19700101010101
18433159162,0,5193,20160313013638,21035,7510,79818666,1,130,74,98268,13,13,9004512,20160314174140,2056,0,19700101010101
18433166792,6,65015,20160313013638,300026019,7511,14251767,1,130,74,98268,10,13,9004512,20160314174140,2056,0,20160313012001
18433207389,0,5193,20160313013639,21035,7510,71345548,1,130,74,98268,13,13,9004512,20160314174140,2056,0,19700101010101
18433211297,0,5193,20160313013642,21035,7510,78609711,1,130,74,98268,13,13,9004512,20160314174140,2056,0,19700101010101
18433150798,6,65016,20160313013647,300026019,7510,20227500,1,0,74,98268,10,13,9004512,20160314174140,2056,0,20160313012001
18433157929,6,65017,20160313013648,300026019,7510,86672316,1,130,74,98268,10,13,9004512,20160314174140,2056,0,20160313012001
18433155428,6,65018,20160313013759,300026019,7510,16418854,1,0,74,98268,7,14,9004512,20160314174140,2056,0,20160313011101
18433162243,6,65019,20160313013803,300026019,7511,14118649,1,130,74,98268,7,14,9004512,20160314174140,2056,0,20160313011101
18431310611,6,65020,20160313014052,300026019,7511,18718236,1,130,74,98268,10,15,9004512,20160314172738,4360,0,20160313012001
18431303724,6,65021,20160313014103,300026019,7510,49091878,1,130,74,98268,10,15,9004512,20160314172738,4360,0,20160313012001
