BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18433415055,6,7137,20160313000726,300006123,7510,19513543,1,0,10,940157,1,1,90956279,20160314174140,4360,0,20160312235201
18433407349,6,7138,20160313000731,300006123,7510,3325167,1,0,10,940157,1,1,90956279,20160314174140,4360,0,20160312235201
18433825557,0,3196,20160313000825,300005185,7510,86104248,1,1,10,940169,12,12,9016216,20160314174633,4360,0,19700101010101
18433831482,0,2897,20160313000826,300007535,7510,42990670,1,1,10,940169,12,12,9016216,20160314174633,4360,0,19700101010101
18433830677,0,5429,20160313000907,200002530,7511,15447082,1,1,10,940160,1,1,9016272,20160314174633,4360,0,19700101010101
18433828824,0,3949108093,20160313000909,300006899,7511,16208237,1,1,10,940160,1,1,9016272,20160314174633,4360,0,19700101010101
18433820795,0,5429,20160313000911,200002530,7510,89404723,1,1,10,940160,1,1,9016272,20160314174633,4360,0,19700101010101
18433825590,0,3949108093,20160313000913,300006899,7510,53237645,1,1,10,940160,1,1,9016272,20160314174633,4360,0,19700101010101
18433829985,0,7557,20160313000922,107,7510,15213112,1,1,10,940176,12,12,9016257,20160314174633,4360,0,19700101010101
18433830630,0,7557,20160313000931,107,7510,87845679,1,1,10,940176,12,12,9016257,20160314174633,4360,0,19700101010101
18434184743,0,5479,20160313001004,300006821,7510,71655697,1,1,10,940173,6,6,9016245,20160314175106,4360,0,19700101010101
18433831920,0,2897,20160313001023,300007535,7510,65283186,19,1,10,940169,12,12,9016216,20160314174633,4360,0,19700101010101
18433829971,6,15181,20160313001431,300026522,7510,42990670,1,1,10,940169,12,12,9016216,20160314174633,4360,0,20160313000801
18433300802,6,33984,20160313001530,300026447,7510,15213112,1,0,10,940176,12,11,9016257,20160314174140,4360,0,20160313000901
18433301781,6,27393,20160313001758,300026430,7510,53237645,1,1,10,940160,1,1,9016272,20160314174140,4360,0,20160313000901
18433231745,0,6596,20160313001835,300005208,7510,70149454,6,1,10,940176,11,11,9016257,20160314174140,4360,0,19700101010101
