BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18430069261,0,1,20160313060825,22811,7510,1535099,1,0,645,64635,18,18,6004809,20160314171355,4102,0,19700101010101
18430071678,0,1,20160313060845,22811,7510,16469390,1,0,645,64635,17,17,6004809,20160314171355,4102,0,19700101010101
18430834737,0,3,20160313060848,15224,7510,24704405,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430841824,0,3,20160313060849,15224,7511,15390539,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430838762,0,3,20160313060859,15224,7510,44156641,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430835150,0,3,20160313060952,15224,7510,53626242,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18427836464,0,3,20160313061018,20139,7510,47573342,1,0,645,64635,17,17,6004809,20160314165906,4102,0,19700101010101
18430838687,0,3,20160313061652,15224,7510,5640616,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430837260,0,3,20160313061654,15224,7510,84123717,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430833993,0,3,20160313061858,15224,7510,79212722,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430058649,0,1,20160313062049,22811,7510,43268532,1,0,645,64635,13,13,6004809,20160314171355,4102,0,19700101010101
18430014431,0,1,20160313062052,22811,7510,71888510,1,0,645,64635,13,13,6004809,20160314171355,4102,0,19700101010101
18430530239,0,0,20160313062636,18696,7510,84682398,1,0,645,630179,2,2,6009367,20160314171831,4102,0,19700101010101
18430050678,0,4581,20160313062708,21857,7510,1732932,1,70,645,64636,17,17,6004816,20160314171355,4102,0,19700101010101
18430677121,6,41,20160313063037,15587,7511,15390539,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313060801
18430037699,6,23553,20160313063044,15041,7510,1732932,1,0,645,64636,17,15,6004816,20160314171355,4102,0,20160313062701
18430845594,0,3,20160313063118,15224,7510,18466146,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430518252,0,0,20160313063119,18696,7511,17002703,1,0,645,630179,4,4,6009367,20160314171831,4102,0,19700101010101
18430844199,0,3,20160313063120,15224,7510,2998474,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430836486,0,3,20160313063123,15224,7510,69914400,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430519440,0,0,20160313063358,18696,7510,49176584,1,0,645,630179,5,5,6009367,20160314171831,4102,0,19700101010101
18430670905,6,42,20160313063413,15587,7510,24704405,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313060801
18430669931,6,43,20160313063424,15587,7510,84123717,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313061601
18430252185,185,8,20160313063430,22200,7510,12624720,7,0,645,64638,0,1,6005986,20160314171355,4102,0,19700101010101
18430667511,6,44,20160313063430,15587,7510,5640616,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313061601
18430553501,0,0,20160313063441,300015585,7511,19151620,1,0,645,630180,1,1,6009359,20160314171831,4102,0,19700101010101
18430546976,0,0,20160313063528,300015585,7511,13567757,1,0,645,630180,2,2,6009359,20160314171831,4102,0,19700101010101
18430511976,0,0,20160313063531,300015585,7510,46290330,1,0,645,630180,2,2,6009359,20160314171831,4102,0,19700101010101
18430666144,6,45,20160313063536,15587,7510,44156641,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313060801
18430059191,0,4291,20160313063613,300013861,7511,19224632,1,70,645,64632,17,17,6009381,20160314171355,4102,0,19700101010101
18430066596,0,4291,20160313063617,300013861,7511,12524959,1,70,645,64632,17,17,6009381,20160314171355,4102,0,19700101010101
18430078045,0,4291,20160313063625,300013861,7510,19251133,1,70,645,64632,16,16,6009381,20160314171355,4102,0,19700101010101
18430697680,6,1,20160313063628,23596,7510,47573342,1,0,645,64635,17,8,6004809,20160314171831,4102,0,20160313061001
18430528950,0,0,20160313063656,18696,7510,83413951,1,0,645,630179,6,6,6009367,20160314171831,4102,0,19700101010101
18430520486,6,3,20160313063704,23633,7510,71888510,1,0,645,64635,13,8,6004809,20160314171831,4102,0,20160313062001
18427847326,6,4,20160313063716,20139,7510,43268532,1,0,645,64635,13,8,6004809,20160314165906,4102,0,20160313062001
18430480306,0,0,20160313064022,18696,7510,28225026,1,0,645,630179,7,7,6009367,20160314171831,4102,0,19700101010101
18430052235,0,4581,20160313064034,21857,7510,39340656,1,70,645,64636,12,12,6004816,20160314171355,4102,0,19700101010101
18430676970,6,46,20160313064055,15587,7510,69914400,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313063101
18430542694,0,0,20160313064122,300015585,7510,85678723,1,0,645,630180,3,3,6009359,20160314171831,4102,0,19700101010101
18430666295,6,47,20160313064138,15587,7510,53626242,1,0,645,630178,1,1,6009355,20160314171831,4102,0,20160313060901
18430014822,0,4291,20160313064236,300013861,7510,88793258,1,70,645,64632,14,14,6009381,20160314171355,4102,0,19700101010101
18430013301,0,4291,20160313064238,300013861,7510,38630619,18,70,645,64632,14,14,6009381,20160314171355,4102,0,19700101010101
18430074771,0,4291,20160313064241,300013861,7511,11081524,1,70,645,64632,14,14,6009381,20160314171355,4102,0,19700101010101
18430769966,0,0,20160313064305,23047,7510,43014821,1,0,645,64638,17,17,6005986,20160314171831,4102,0,19700101010101
18430350850,0,0,20160313064306,19831,7510,11220677,1,0,645,64638,17,17,6005986,20160314171831,4102,0,19700101010101
18430779377,0,0,20160313064308,23047,7510,8764196,18,0,645,64638,17,17,6005986,20160314171831,4102,0,19700101010101
18430547882,0,0,20160313064334,300015585,7510,34985709,1,0,645,630180,4,4,6009359,20160314171831,4102,0,19700101010101
18430548686,0,0,20160313064336,300015585,7510,45552532,1,0,645,630180,4,4,6009359,20160314171831,4102,0,19700101010101
18427837378,0,5748,20160313064352,300010345,7510,36972373,1,70,645,64637,14,14,6004911,20160314165906,4102,0,19700101010101
18427836006,0,5748,20160313064355,300010345,7510,68228992,1,70,645,64637,14,14,6004911,20160314165906,4102,0,19700101010101
18430836522,0,3,20160313064425,15224,7510,48628071,1,0,645,630178,1,1,6009355,20160314172301,4102,0,19700101010101
18430517187,0,0,20160313064503,18696,7510,89344196,1,0,645,630179,8,8,6009367,20160314171831,4102,0,19700101010101
18430040811,0,4156,20160313064720,15272,7510,45070088,1,1,645,630170,1,1,6009360,20160314171355,4102,0,19700101010101
18430047816,0,4156,20160313064722,15272,7510,1062099,1,1,645,630170,1,1,6009360,20160314171355,4102,0,19700101010101
18430584200,6,17,20160313064727,21361,7510,8764196,18,0,645,64638,17,15,6005986,20160314171831,4102,0,20160313064301
18430235170,6,9,20160313064736,22200,7510,43014821,1,0,645,64638,17,15,6005986,20160314171355,4102,0,20160313064301
