BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18430073577,0,5937,20160313054558,17450,7510,10370734,1,120,94,67806,13,13,6002660,20160314171355,1798,0,19700101010101
18430062023,0,5937,20160313055327,17450,7510,42799959,1,120,94,67806,10,10,6002660,20160314171355,1798,0,19700101010101
18430058544,6,260,20160313055901,300031758,7510,42799959,1,120,94,67806,10,6,6002660,20160314171355,1798,0,20160313055301
18430660141,0,88751,20160313060029,300031655,7510,89785821,1,120,94,67805,15,15,6002604,20160314171831,1798,0,19700101010101
18430656106,0,88751,20160313060032,300031655,7511,15703302,1,120,94,67805,15,15,6002604,20160314171831,1798,0,19700101010101
18430650199,0,5545,20160313060032,17024,7510,54102244,1,120,94,67805,15,15,6002604,20160314171831,1798,0,19700101010101
18430656967,6,261,20160313060042,300031758,7510,10370734,1,0,94,67806,13,6,6002660,20160314171831,1798,0,20160313054501
18430652439,0,5153,20160313060259,23786,7510,1901318,1,120,94,67827,10,10,6002549,20160314171831,1798,0,19700101010101
18430628473,0,6306,20160313060658,20132,7510,89649365,1,120,94,67831,1,1,6010518,20160314171831,1798,0,19700101010101
18430626328,0,6306,20160313060701,20132,7510,52818699,1,120,94,67831,1,1,6010518,20160314171831,1798,0,19700101010101
18430655464,0,6717,20160313061055,22656,7510,70125164,6,120,94,67832,12,12,6002561,20160314171831,1798,0,19700101010101
18430657225,0,5545,20160313061453,17024,7510,79638539,1,120,94,67805,14,14,6002604,20160314171831,1798,0,19700101010101
18430654240,0,5546,20160313061608,18658,7510,34319800,1,120,94,67833,6,6,6002538,20160314171831,1798,0,19700101010101
18430662892,6,86384,20160313061630,300031707,7510,1901318,1,0,94,67827,10,7,6002549,20160314171831,1798,0,20160313060201
18430660721,6,2682269408,20160313061638,300031755,7510,70125164,6,120,94,67832,12,14,6002561,20160314171831,1798,0,20160313061001
18430664653,0,5545,20160313061808,17024,7510,75799279,1,120,94,67805,12,12,6002604,20160314171831,1798,0,19700101010101
18430652417,6,88752,20160313061839,300031655,7511,15703302,1,120,94,67805,15,12,6002604,20160314171831,1798,0,20160313060001
18430630832,6,100070,20160313062209,300031701,7510,52818699,1,120,94,67831,1,7,6010518,20160314171831,1798,0,20160313060701
18430623139,6,100071,20160313062215,300031701,7510,89649365,1,120,94,67831,1,7,6010518,20160314171831,1798,0,20160313060601
18430655879,0,5546,20160313062314,18658,7510,51891122,1,120,94,67833,12,12,6002538,20160314171831,1798,0,19700101010101
18430657652,0,5546,20160313062317,18658,7510,4653456,1,120,94,67833,12,12,6002538,20160314171831,1798,0,19700101010101
18430624097,0,6306,20160313062322,20132,7510,72154806,1,120,94,67831,7,7,6010518,20160314171831,1798,0,19700101010101
18430631614,0,6181,20160313062334,100002846,7510,49349946,1,120,94,67828,4,4,6002614,20160314171831,1798,0,19700101010101
18430634104,0,6306,20160313062519,20132,7510,50957967,1,120,94,67831,7,7,6010518,20160314171831,1798,0,19700101010101
18430660864,0,6717,20160313062833,22656,7510,78256284,1,120,94,67832,15,15,6002561,20160314171831,1798,0,19700101010101
18430632012,6,100072,20160313063128,300031701,7510,50957967,1,120,94,67831,7,11,6010518,20160314171831,1798,0,20160313062501
18430660009,0,6717,20160313063211,22656,7510,19522865,1,120,94,67832,14,14,6002561,20160314171831,1798,0,19700101010101
18430624340,185,6182,20160313063353,100002846,7510,12680779,7,0,94,67828,0,7,6002614,20160314171831,1798,0,19700101010101
18430652433,0,5546,20160313063510,18658,7511,11753294,1,120,94,67833,12,12,6002538,20160314171831,1798,0,19700101010101
18430660865,6,95633,20160313063549,300025564,7510,34319800,1,120,94,67833,6,13,6002538,20160314171831,1798,0,20160313061601
18430625738,0,5188,20160313063752,24972,7510,83159088,1,120,94,67834,1,1,6002532,20160314171831,1798,0,19700101010101
18430628851,6,100073,20160313063903,300031701,7510,72154806,1,120,94,67831,7,13,6010518,20160314171831,1798,0,20160313062301
18430627623,0,5188,20160313063955,24972,7511,13414870,1,120,94,67834,3,3,6002532,20160314171831,1798,0,19700101010101
18430633777,0,6182,20160313064050,100002846,7511,15822003,1,120,94,67828,11,11,6002614,20160314171831,1798,0,19700101010101
18430652941,6,88753,20160313064106,300031655,7510,79638539,1,120,94,67805,14,7,6002604,20160314171831,1798,0,20160313061401
18430653971,6,88755,20160313064135,300031655,7510,54102244,1,120,94,67805,15,3,6002604,20160314171831,1798,0,20160313060001
18430633564,0,5188,20160313064240,24972,7510,71545028,1,120,94,67834,3,3,6002532,20160314171831,1798,0,19700101010101
18430485026,0,5937,20160313064245,17450,7510,599228,1,120,94,67806,3,3,6002660,20160314171831,1798,0,19700101010101
18430656194,6,88756,20160313064252,300031655,7510,75799279,1,120,94,67805,12,3,6002604,20160314171831,1798,0,20160313061801
18430653978,6,95634,20160313064253,300025564,7510,51891122,1,120,94,67833,12,15,6002538,20160314171831,1798,0,20160313062301
18430177080,0,5153,20160313064304,23786,7510,69820427,1,120,94,67827,1,1,6002549,20160314171355,1798,0,19700101010101
18430199140,0,5153,20160313064306,23786,7510,62923895,19,120,94,67827,1,1,6002549,20160314171355,1798,0,19700101010101
18430193711,0,5153,20160313064307,23786,7510,48928206,1,120,94,67827,1,1,6002549,20160314171355,1798,0,19700101010101
18430632667,6,103327,20160313064344,300031690,7511,15822003,1,120,94,67828,11,11,6002614,20160314171831,1798,0,20160313064001
18430664430,0,5546,20160313064402,18658,7510,47147581,1,120,94,67833,14,14,6002538,20160314171831,1798,0,19700101010101
18430628170,0,6306,20160313064404,20132,7510,86201998,1,120,94,67831,15,15,6010518,20160314171831,1798,0,19700101010101
18430660127,6,2682269409,20160313064409,300031755,7510,19522865,1,0,94,67832,14,6,6002561,20160314171831,1798,0,20160313063201
18430629069,0,6182,20160313064414,100002846,7510,53407901,1,120,94,67828,11,11,6002614,20160314171831,1798,0,19700101010101
18430634363,0,6182,20160313064417,100002846,7511,18710608,1,120,94,67828,11,11,6002614,20160314171831,1798,0,19700101010101
18430631881,6,103328,20160313064419,300031690,7510,53407901,1,120,94,67828,11,11,6002614,20160314171831,1798,0,20160313064401
18430632476,6,103329,20160313064428,300031690,7511,18710608,1,120,94,67828,11,11,6002614,20160314171831,1798,0,20160313064401
18430633221,6,103330,20160313064429,300031690,7510,49349946,1,120,94,67828,4,11,6002614,20160314171831,1798,0,20160313062301
18430661962,6,95635,20160313064450,300025564,7510,4653456,1,0,94,67833,12,16,6002538,20160314171831,1798,0,20160313062301
18430660535,0,6717,20160313064451,22656,7510,46354233,1,120,94,67832,10,10,6002561,20160314171831,1798,0,19700101010101
18430652461,6,95636,20160313064542,300025564,7511,11753294,1,120,94,67833,12,16,6002538,20160314171831,1798,0,20160313063501
18430652259,6,88754,20160313064559,300031655,7510,89785821,1,120,94,67805,15,6,6002604,20160314171831,1798,0,20160313060001
18430661199,0,5546,20160313064604,18658,7510,14116039,1,120,94,67833,16,16,6002538,20160314171831,1798,0,19700101010101
18430892219,6,100074,20160313064636,300031701,7510,86201998,1,120,94,67831,15,16,6010518,20160314172301,1798,0,20160313064401
18430892198,0,6306,20160313064641,20132,7510,10031332,1,120,94,67831,16,16,6010518,20160314172301,1798,0,19700101010101
18430893709,0,6306,20160313064643,20132,7510,82088503,19,120,94,67831,16,16,6010518,20160314172301,1798,0,19700101010101
18430893634,0,6306,20160313064740,20132,7510,6452829,1,120,94,67831,16,16,6010518,20160314172301,1798,0,19700101010101
18430469763,0,5937,20160313064752,17450,7510,81476402,1,120,94,67806,6,6,6002660,20160314171831,1798,0,19700101010101
18430166760,0,5153,20160313064800,23786,7510,67701096,1,120,94,67827,4,4,6002549,20160314171355,1798,0,19700101010101
18430468654,0,5937,20160313064816,17450,7510,50695022,1,120,94,67806,8,8,6002660,20160314171831,1798,0,19700101010101
