BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18431169490,0,9710,20160313054040,300008731,7510,78792930,1,54,614,83674,2,2,8004306,20160314172301,4760,0,19700101010101
18431168926,0,9710,20160313054043,300008731,7510,51356849,1,54,614,83674,2,2,8004306,20160314172301,4760,0,19700101010101
18431168608,6,43848,20160313054051,300007499,7510,51356849,1,54,614,83674,2,2,8004306,20160314172301,4760,0,20160313054001
18431158714,6,43849,20160313054117,300007499,7510,78792930,1,54,614,83674,2,3,8004306,20160314172301,4760,0,20160313054001
18431158438,0,9710,20160313054155,300008731,7510,46807885,1,54,614,83674,3,3,8004306,20160314172301,4760,0,19700101010101
18431172026,0,9710,20160313054157,300008731,7510,87682625,1,54,614,83674,3,3,8004306,20160314172301,4760,0,19700101010101
18431475096,185,11156,20160313054157,24594,7510,12687568,7,0,614,83665,0,1,8004004,20160314172738,4760,0,19700101010101
18431167941,0,9710,20160313054200,300008731,7510,87604797,1,54,614,83674,3,3,8004306,20160314172301,4760,0,19700101010101
18431169426,0,9710,20160313054201,300008731,7511,19270188,1,54,614,83674,3,3,8004306,20160314172301,4760,0,19700101010101
18431159183,0,9710,20160313054626,300008731,7510,972179,1,54,614,83674,4,4,8004306,20160314172301,4760,0,19700101010101
18431163649,0,9710,20160313054914,300008731,7510,30840980,1,54,614,83674,6,6,8004306,20160314172301,4760,0,19700101010101
18431172503,0,9710,20160313054947,300008731,7510,71135298,1,54,614,83674,9,9,8004306,20160314172301,4760,0,19700101010101
18431173189,0,9710,20160313054949,300008731,7510,6267501,1,54,614,83674,9,9,8004306,20160314172301,4760,0,19700101010101
18431170052,0,9710,20160313054951,300008731,7510,51153617,1,54,614,83674,9,9,8004306,20160314172301,4760,0,19700101010101
18431161081,0,11615,20160313054957,20977,7511,19618946,1,54,614,83673,2,2,8004096,20160314172301,4760,0,19700101010101
18431164416,0,11615,20160313055001,20977,7510,53221646,1,54,614,83673,2,2,8004096,20160314172301,4760,0,19700101010101
