GRANT_CARD_CODE,ENTRY_NUM,EXIT_NUM,ENTRY_TIME,DEAL_TIME,ENTRY_STATION,EXIT_STATION
46178716,631,218,20160307051900,20160307055422,车公庄西,积水潭
61532368,631,218,20160307051900,20160307055422,车公庄西,积水潭
30956087,631,1043,20160307052000,20160307060550,车公庄西,劲松
12344830,631,9035,20160307052300,20160307060657,车公庄西,大红门
75986603,631,661,20160307052400,20160307061406,车公庄西,草房
66114655,631,1027,20160307052800,20160307060600,车公庄西,三元桥
85514821,631,208,20160307052800,20160307055312,车公庄西,前门
12665382,631,208,20160307052900,20160307055312,车公庄西,前门
12662668,631,665,20160307053000,20160307062035,车公庄西,通州北关
19257212,631,461,20160307053100,20160307060551,车公庄西,北京南站
81243483,631,657,20160307053200,20160307061002,车公庄西,黄渠
19211442,631,9637,20160307053700,20160307064649,车公庄西,荣昌东街
1444414,631,1537,20160307053700,20160307063025,车公庄西,关庄
51875712,631,214,20160307053800,20160307060921,车公庄西,东直门
15770808,631,447,20160307053900,20160307054829,车公庄西,平安里
49902500,631,931,20160307054100,20160307061528,车公庄西,六里桥东
74132784,631,9637,20160307054200,20160307071751,车公庄西,荣昌东街
84003063,631,1033,20160307054300,20160307061138,车公庄西,团结湖
82039049,631,9051,20160307054300,20160307062714,车公庄西,西局
10493331,631,461,20160307054600,20160307061929,车公庄西,北京南站
45182138,631,9035,20160307054700,20160307063910,车公庄西,大红门
15537824,631,9707,20160307054700,20160307064703,车公庄西,八里桥
66600584,631,9627,20160307054900,20160307064733,车公庄西,旧宫
14749888,631,663,20160307055200,20160307063909,车公庄西,物资学院路
86788870,631,9331,20160307055300,20160307064158,车公庄西,清源路
13125250,631,9331,20160307055600,20160307065341,车公庄西,清源路
25207308,631,1039,20160307055600,20160307062830,车公庄西,国贸
51490346,631,123,20160307055800,20160307063128,车公庄西,大望路
79437690,631,521,20160307055800,20160307065607,车公庄西,天通苑北
2995088,631,425,20160307055900,20160307063730,车公庄西,西苑
28933796,631,461,20160307055900,20160307063405,车公庄西,北京南站
87969512,631,633,20160307055900,20160307072301,车公庄西,车公庄
74706164,631,825,20160307055900,20160307063704,车公庄西,奥林匹克公园
85691073,631,557,20160307060200,20160307064320,车公庄西,磁器口
75450358,631,633,20160307060200,20160307061141,车公庄西,车公庄
64310551,631,649,20160307060200,20160307063216,车公庄西,金台路
1899821,631,103,20160307060300,20160307064912,车公庄西,苹果园
35617547,631,653,20160307060300,20160307063709,车公庄西,青年路
38889025,631,835,20160307060300,20160307062752,车公庄西,鼓楼大街
36639044,631,445,20160307060500,20160307062035,车公庄西,新街口
1917938,631,1351,20160307060600,20160307063507,车公庄西,东直门
11243234,631,625,20160307060700,20160307061740,车公庄西,花园桥
52016804,631,653,20160307060700,20160307063732,车公庄西,青年路
66431205,631,663,20160307060800,20160307065201,车公庄西,物资学院路
48347025,631,657,20160307060900,20160307065118,车公庄西,黄渠
67865364,631,1333,20160307060900,20160307065824,车公庄西,龙泽
39588997,631,663,20160307061000,20160307065853,车公庄西,物资学院路
48207805,631,9035,20160307061000,20160307065540,车公庄西,大红门
75918894,631,9035,20160307061000,20160307065538,车公庄西,大红门
69073977,631,725,20160307061000,20160307064647,车公庄西,达官营
37019957,631,9057,20160307061200,20160307063735,车公庄西,公主坟
28335654,631,461,20160307061300,20160307064032,车公庄西,北京南站
3468890,631,122,20160307061300,20160307064913,车公庄西,国贸
9082319,631,453,20160307061400,20160307063146,车公庄西,西单
62460199,631,819,20160307061400,20160307065340,车公庄西,永泰庄
12648327,631,661,20160307061400,20160307065555,车公庄西,草房
68966004,631,214,20160307061400,20160307064013,车公庄西,东直门
19241215,631,749,20160307061400,20160307071042,车公庄西,百子湾
79107669,631,1037,20160307061500,20160307064404,车公庄西,金台夕照
49575724,631,461,20160307061500,20160307064613,车公庄西,北京南站
79487542,631,657,20160307061500,20160307065650,车公庄西,黄渠
11805646,631,637,20160307061700,20160307062930,车公庄西,北海北
39664220,631,539,20160307061700,20160307064756,车公庄西,和平西桥
43691296,631,1429,20160307061700,20160307065150,车公庄西,大井
65394019,631,1479,20160307061800,20160307065706,车公庄西,将台
70302440,631,525,20160307061800,20160307071250,车公庄西,天通苑南
32914375,631,1489,20160307061800,20160307070714,车公庄西,东湖渠
35892616,631,1479,20160307061900,20160307065716,车公庄西,将台
79899157,631,463,20160307061900,20160307064828,车公庄西,马家堡
51567255,631,214,20160307061900,20160307064815,车公庄西,东直门
33005861,631,929,20160307062000,20160307063753,车公庄西,北京西站
12064751,631,1037,20160307062000,20160307064901,车公庄西,金台夕照
12678239,631,114,20160307062100,20160307064118,车公庄西,复兴门
69751748,631,105,20160307062300,20160307065526,车公庄西,八角游乐园
61745972,631,210,20160307062300,20160307065416,车公庄西,北京站
47406336,631,1479,20160307062400,20160307070245,车公庄西,将台
72373562,631,437,20160307062500,20160307064635,车公庄西,魏公村
13817072,631,537,20160307062500,20160307070423,车公庄西,惠新西街南口
13316167,631,451,20160307062500,20160307064900,车公庄西,灵境胡同
62364316,631,651,20160307062600,20160307065411,车公庄西,十里堡
15537948,631,9335,20160307062700,20160307072837,车公庄西,黄村火车站
87440036,631,643,20160307062800,20160307065058,车公庄西,朝阳门
87551502,631,821,20160307062900,20160307071250,车公庄西,林萃桥
14486007,631,125,20160307062900,20160307071523,车公庄西,四惠东
53469141,631,461,20160307062900,20160307070054,车公庄西,北京南站
85814495,631,218,20160307062900,20160307064706,车公庄西,积水潭
6002941,631,931,20160307063000,20160307065529,车公庄西,六里桥东
22143651,631,639,20160307063000,20160307064536,车公庄西,南锣鼓巷
995971,631,214,20160307063000,20160307070016,车公庄西,东直门
15711054,631,657,20160307063000,20160307070908,车公庄西,黄渠
63474284,631,669,20160307063100,20160307072459,车公庄西,北运河西
39426288,631,637,20160307063100,20160307064040,车公庄西,北海北
49800402,631,9635,20160307063100,20160307073721,车公庄西,荣京东街
78121710,631,653,20160307063200,20160307070213,车公庄西,青年路
30544011,631,823,20160307063200,20160307070814,车公庄西,森林公园南门
88279252,631,653,20160307063200,20160307070200,车公庄西,青年路
14714943,631,649,20160307063300,20160307070313,车公庄西,金台路
34046673,631,545,20160307063300,20160307070336,车公庄西,北新桥
32577639,631,663,20160307063300,20160307071626,车公庄西,物资学院路
78994514,631,1555,20160307063300,20160307075134,车公庄西,后沙峪
67743621,631,1479,20160307063400,20160307071658,车公庄西,将台
89249860,631,723,20160307063500,20160307065842,车公庄西,湾子
23568189,631,1043,20160307063500,20160307071206,车公庄西,劲松
83346609,631,665,20160307063500,20160307072535,车公庄西,通州北关
4348892,631,1489,20160307063600,20160307072513,车公庄西,东湖渠
84347761,631,105,20160307063600,20160307071708,车公庄西,八角游乐园
30633207,631,9635,20160307063600,20160307073752,车公庄西,荣京东街
16539925,631,9327,20160307063600,20160307072619,车公庄西,高米店南
24978814,631,655,20160307063600,20160307071200,车公庄西,褡裢坡
11243152,631,451,20160307063600,20160307065437,车公庄西,灵境胡同
72267327,631,9029,20160307063600,20160307072651,车公庄西,成寿寺
5688438,631,649,20160307063600,20160307070249,车公庄西,金台路
64348554,631,9641,20160307063700,20160307075916,车公庄西,经海路
14486158,631,537,20160307063700,20160307071236,车公庄西,惠新西街南口
12671402,631,663,20160307063700,20160307072218,车公庄西,物资学院路
39029830,631,9712,20160307063700,20160307080606,车公庄西,临河里
33446547,631,9439,20160307063700,20160307072344,车公庄西,生命科学园
65690755,631,653,20160307063800,20160307070751,车公庄西,青年路
78502312,631,1333,20160307063800,20160307071620,车公庄西,龙泽
12091459,631,641,20160307063800,20160307065609,车公庄西,东四
49005005,631,123,20160307063800,20160307071224,车公庄西,大望路
52885778,631,565,20160307063800,20160307071855,车公庄西,宋家庄
12793340,631,825,20160307063800,20160307071244,车公庄西,奥林匹克公园
72294201,631,9641,20160307063900,20160307075849,车公庄西,经海路
328585,631,539,20160307063900,20160307071711,车公庄西,和平西桥
16527604,631,643,20160307063900,20160307070120,车公庄西,朝阳门
78362666,631,661,20160307063900,20160307072519,车公庄西,草房
79970735,631,521,20160307064000,20160307073956,车公庄西,天通苑北
16177506,631,1027,20160307064000,20160307071554,车公庄西,三元桥
14078692,631,1043,20160307064000,20160307071625,车公庄西,劲松
47506398,631,651,20160307064000,20160307071156,车公庄西,十里堡
8575938,631,641,20160307064100,20160307070116,车公庄西,东四
78420045,631,653,20160307064100,20160307071415,车公庄西,青年路
12674774,631,929,20160307064100,20160307093939,车公庄西,北京西站
4186847,631,535,20160307064100,20160307071434,车公庄西,惠新西街北口
15813875,631,663,20160307064200,20160307072757,车公庄西,物资学院路
61869620,631,625,20160307064200,20160307064758,车公庄西,花园桥
78382488,631,459,20160307064200,20160307071525,车公庄西,陶然亭
63047479,631,819,20160307064300,20160307072826,车公庄西,永泰庄
48596859,631,9035,20160307064300,20160307072125,车公庄西,大红门
83985229,631,9633,20160307064400,20160307074724,车公庄西,万源街
10353503,631,1027,20160307064400,20160307071613,车公庄西,三元桥
9218819,631,445,20160307064400,20160307065602,车公庄西,新街口
60310519,631,643,20160307064400,20160307070314,车公庄西,朝阳门
45440367,631,218,20160307064400,20160307065708,车公庄西,积水潭
37913489,631,445,20160307064400,20160307065603,车公庄西,新街口
81858261,631,1029,20160307064400,20160307071405,车公庄西,亮马桥
50365370,631,1545,20160307064400,20160307074426,车公庄西,崔各庄
10219738,631,561,20160307064500,20160307072522,车公庄西,蒲黄榆
