GRANT_CARD_CODE,ENTRY_NUM,EXIT_NUM,ENTRY_TIME,DEAL_TIME,ENTRY_STATION,EXIT_STATION
12734492,625,9025,20160307050800,20160307062343,花园桥,十里河
53380269,625,1351,20160307051000,20160307060643,花园桥,东直门
25255629,625,218,20160307051200,20160307055026,花园桥,积水潭
54587197,625,551,20160307051700,20160307055932,花园桥,灯市口
12679974,625,217,20160307051900,20160307055304,花园桥,鼓楼大街
15392178,625,815,20160307052000,20160307061817,花园桥,育新
82782884,625,1039,20160307052500,20160307060611,花园桥,国贸
54553523,625,1553,20160307052500,20160307064634,花园桥,花梨坎
4165541,625,208,20160307052700,20160307055325,花园桥,前门
80578828,625,1329,20160307052800,20160307060430,花园桥,上地
46899133,625,9033,20160307052900,20160307062522,花园桥,石榴庄
31521536,625,218,20160307052900,20160307055417,花园桥,积水潭
52446392,625,9441,20160307053000,20160307062055,花园桥,西二旗
44262385,625,661,20160307053100,20160307062046,花园桥,草房
50000717,625,929,20160307053700,20160307061302,花园桥,北京西站
65547413,625,819,20160307053800,20160307063058,花园桥,永泰庄
61884538,625,645,20160307053900,20160307060718,花园桥,东大桥
34304567,625,125,20160307054000,20160307062506,花园桥,四惠东
13940379,625,214,20160307054000,20160307061519,花园桥,东直门
42878175,625,523,20160307054100,20160307063525,花园桥,天通苑
69929082,625,461,20160307054100,20160307061254,花园桥,北京南站
67312337,625,453,20160307054200,20160307060328,花园桥,西单
49799859,625,9629,20160307054200,20160307065615,花园桥,亦庄桥
32218572,625,461,20160307054400,20160307062426,花园桥,北京南站
12733385,625,649,20160307054400,20160307061905,花园桥,金台路
52516865,625,1483,20160307054500,20160307063614,花园桥,望京南
33017472,625,749,20160307054800,20160307064451,花园桥,百子湾
51509111,625,1455,20160307054800,20160307063605,花园桥,方庄
88474032,625,214,20160307054900,20160307062128,花园桥,东直门
12655407,625,931,20160307055100,20160307061448,花园桥,六里桥东
35038911,625,639,20160307055100,20160307061259,花园桥,南锣鼓巷
78033863,625,453,20160307055100,20160307062025,花园桥,西单
22858198,625,663,20160307055200,20160307064713,花园桥,物资学院路
19497437,625,621,20160307055400,20160307060652,花园桥,海淀五路居
3912047,625,1471,20160307055500,20160307062830,花园桥,金台路
37153281,625,641,20160307055600,20160307062122,花园桥,东四
21684533,625,649,20160307055700,20160307063211,花园桥,金台路
71854958,625,663,20160307055700,20160307065157,花园桥,物资学院路
10590835,625,663,20160307055700,20160307065155,花园桥,物资学院路
17278179,625,813,20160307055700,20160307065416,花园桥,霍营
17297996,625,9333,20160307055800,20160307070131,花园桥,黄村西大街
42826374,625,653,20160307060100,20160307063704,花园桥,青年路
78237100,625,821,20160307060100,20160307065033,花园桥,林萃桥
6007,625,657,20160307060200,20160307065106,花园桥,黄渠
67940217,625,657,20160307060200,20160307065048,花园桥,黄渠
12685978,625,539,20160307060300,20160307064408,花园桥,和平西桥
11466683,625,218,20160307060300,20160307062824,花园桥,积水潭
12043045,625,453,20160307060300,20160307062602,花园桥,西单
72271131,625,214,20160307060300,20160307064025,花园桥,东直门
11465025,625,665,20160307060300,20160307070117,花园桥,通州北关
15882244,625,645,20160307060400,20160307063354,花园桥,东大桥
85887034,625,9711,20160307060400,20160307072810,花园桥,梨园
62112015,625,557,20160307060500,20160307064323,花园桥,磁器口
87073868,625,645,20160307060500,20160307063407,花园桥,东大桥
10207016,625,819,20160307060500,20160307070244,花园桥,永泰庄
86662422,625,633,20160307060500,20160307061927,花园桥,车公庄
34244263,625,557,20160307060500,20160307064325,花园桥,磁器口
75289140,625,9327,20160307060600,20160307070143,花园桥,高米店南
17449626,625,9433,20160307060600,20160307071611,花园桥,沙河
53422098,625,653,20160307060600,20160307064410,花园桥,青年路
83384137,625,525,20160307060600,20160307070313,花园桥,天通苑南
81453463,625,461,20160307060600,20160307064036,花园桥,北京南站
39501079,625,651,20160307060700,20160307064217,花园桥,十里堡
79252710,625,661,20160307060700,20160307065521,花园桥,草房
79168117,625,623,20160307060700,20160307061407,花园桥,慈寿寺
16491217,625,1005,20160307060700,20160307063220,花园桥,海淀黄庄
78999379,625,825,20160307060800,20160307064427,花园桥,奥林匹克公园
12716161,625,653,20160307060800,20160307064347,花园桥,青年路
64750131,625,1351,20160307060800,20160307065212,花园桥,东直门
82961010,625,214,20160307060800,20160307064328,花园桥,东直门
83854346,625,663,20160307060800,20160307065812,花园桥,物资学院路
85338728,625,825,20160307060900,20160307064341,花园桥,奥林匹克公园
69113492,625,637,20160307060900,20160307062341,花园桥,北海北
65850052,625,1453,20160307060900,20160307065200,花园桥,蒲黄榆
15827036,625,451,20160307060900,20160307063017,花园桥,灵境胡同
53121411,625,461,20160307060900,20160307064107,花园桥,北京南站
63331233,625,461,20160307060900,20160307064108,花园桥,北京南站
85564017,625,831,20160307060900,20160307064438,花园桥,安华桥
15087948,625,103,20160307060900,20160307074805,花园桥,苹果园
87456031,625,447,20160307061000,20160307062846,花园桥,平安里
43857728,625,1351,20160307061100,20160307064613,花园桥,东直门
15770255,625,9321,20160307061100,20160307065620,花园桥,新宫
69844885,625,9633,20160307061200,20160307071757,花园桥,万源街
12544288,625,109,20160307061200,20160307112910,花园桥,万寿路
22921835,625,641,20160307061200,20160307063733,花园桥,东四
39482325,625,1037,20160307061200,20160307064851,花园桥,金台夕照
83518891,625,208,20160307061200,20160307063929,花园桥,前门
83327233,625,113,20160307061200,20160307063903,花园桥,南礼士路
53227137,625,461,20160307061200,20160307064633,花园桥,北京南站
44392345,625,461,20160307061300,20160307064549,花园桥,北京南站
74566102,625,665,20160307061400,20160307070842,花园桥,通州北关
11756125,625,1019,20160307061400,20160307073046,花园桥,安贞门
54586598,625,9527,20160307061400,20160307070756,花园桥,长阳
62577983,625,643,20160307061400,20160307064802,花园桥,朝阳门
12673662,625,621,20160307061500,20160307062217,花园桥,海淀五路居
16454136,625,209,20160307061500,20160307064227,花园桥,崇文门
44576294,625,9331,20160307061500,20160307071025,花园桥,清源路
83797372,625,459,20160307061500,20160307064250,花园桥,陶然亭
43874612,625,106,20160307061600,20160307064221,花园桥,八宝山
42883453,625,212,20160307061600,20160307064510,花园桥,朝阳门
87400587,625,210,20160307061600,20160307070229,花园桥,北京站
12481289,625,1027,20160307061600,20160307070108,花园桥,三元桥
12792455,625,1027,20160307061600,20160307070110,花园桥,三元桥
70394237,625,210,20160307061600,20160307065219,花园桥,北京站
86564926,625,933,20160307061700,20160307064418,花园桥,六里桥
39803478,625,551,20160307061700,20160307064849,花园桥,灯市口
14089064,625,559,20160307061700,20160307065716,花园桥,天坛东门
6185038,625,9633,20160307061800,20160307072440,花园桥,万源街
71318260,625,651,20160307061900,20160307065416,花园桥,十里堡
74580766,625,653,20160307062000,20160307065600,花园桥,青年路
13189827,625,653,20160307062000,20160307065552,花园桥,青年路
1256741,625,825,20160307062000,20160307065920,花园桥,奥林匹克公园
33168991,625,445,20160307062000,20160307064415,花园桥,新街口
65780414,625,461,20160307062000,20160307065038,花园桥,北京南站
79640268,625,637,20160307062100,20160307063522,花园桥,北海北
14776036,625,9023,20160307062200,20160307070751,花园桥,潘家园
63025953,625,929,20160307062200,20160307064558,花园桥,北京西站
12393175,625,9025,20160307062200,20160307070842,花园桥,十里河
14776036,625,9023,20160307062200,20160307070751,花园桥,潘家园
15124443,625,645,20160307062200,20160307064621,花园桥,东大桥
25290695,625,9635,20160307062300,20160307073101,花园桥,荣京东街
83242745,625,529,20160307062400,20160307071909,花园桥,立水桥南
89203707,625,663,20160307062400,20160307071631,花园桥,物资学院路
42852112,625,645,20160307062400,20160307065209,花园桥,东大桥
71402928,625,927,20160307062400,20160307064152,花园桥,军事博物馆
19061275,625,521,20160307062400,20160307072810,花园桥,天通苑北
50759407,625,461,20160307062400,20160307065942,花园桥,北京南站
