BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,UP_TIME
18336992959,0,1314,20160309000032,300007869,7511,15096891,1,70,634,64621,1,1,6004689,20160310172900,20160310172900,5382,19700101010101
18336665919,6,20344,20160309000522,17221,7510,75317363,1,49,634,63174,23,23,6000812,20160310172431,20160310172431,5382,20160308234201
18336616596,6,20345,20160309000547,17221,7510,17974987,1,0,634,63174,23,23,6000812,20160310172431,20160310172431,5382,20160308232201
18337001507,6,6560,20160309002430,300025429,7510,44881117,1,70,634,64621,1,1,6004689,20160310172900,20160310172900,5382,20160308233801
18336993830,6,1444,20160309002709,22611,7511,15096891,1,70,634,64621,1,1,6004689,20160310172900,20160310172900,5382,20160309000001
18336805858,0,5483,20160309052356,300000729,7510,71299666,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336783644,0,5483,20160309053024,300000729,7510,88022554,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336782804,0,5483,20160309053025,300000729,7510,37153281,6,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336778096,0,5483,20160309053744,300000729,7510,70533206,6,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336778889,0,5483,20160309053746,300000729,7510,66579120,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336779617,0,5483,20160309054003,300000729,7510,64568666,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336782784,185,5484,20160309054007,300000729,7510,12664600,7,0,634,630183,0,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336789425,0,5484,20160309054009,300000729,7510,24704405,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336785329,185,5485,20160309054011,300000729,7510,12678028,7,0,634,630183,0,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336785724,0,5485,20160309054013,300000729,7510,86659179,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336783569,0,4653,20160309054044,300014103,7510,68010126,1,70,634,64603,3,3,6004862,20160310172431,20160310172431,5382,19700101010101
18337166052,0,2780,20160309054152,22723,7510,43298307,1,70,634,64604,3,3,6004857,20160310172900,20160310172900,5382,19700101010101
18336781700,0,5485,20160309054240,300000729,7510,71739645,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336771996,0,5485,20160309054242,300000729,7510,81035811,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336805836,0,5485,20160309054245,300000729,7510,44471438,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336782965,0,5485,20160309054246,300000729,7510,64735555,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336785702,6,49585,20160309054337,18337,7510,88022554,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,20160309053001
18336771767,0,5485,20160309054402,300000729,7510,46330547,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336792627,185,5486,20160309054403,300000729,7510,12730399,7,0,634,630183,0,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336804206,6,49586,20160309054547,18337,7510,71299666,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,20160309052301
18337166990,0,2780,20160309054556,22723,7510,13570575,1,70,634,64604,3,3,6004857,20160310172900,20160310172900,5382,19700101010101
18337184082,6,12385,20160309054741,300000660,7511,18931438,1,70,634,64604,3,5,6004857,20160310172900,20160310172900,5382,20160309054701
18337184628,0,2706,20160309054741,19482,7511,18931438,1,70,634,64604,3,3,6004857,20160310172900,20160310172900,5382,19700101010101
18336803400,0,5486,20160309054744,300000729,7510,52061631,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18337176133,0,2780,20160309054756,22723,7510,61920461,1,70,634,64604,5,5,6004857,20160310172900,20160310172900,5382,19700101010101
18336780484,0,4653,20160309054902,300014103,7510,49053950,1,70,634,64603,5,5,6004862,20160310172431,20160310172431,5382,19700101010101
18337167176,0,2706,20160309054927,19482,7510,66962310,19,70,634,64604,6,6,6004857,20160310172900,20160310172900,5382,19700101010101
18337176055,185,2707,20160309054929,19482,7510,12536601,7,0,634,64604,0,6,6004857,20160310172900,20160310172900,5382,19700101010101
18337180824,0,2780,20160309054931,22723,7510,43860106,1,70,634,64604,6,6,6004857,20160310172900,20160310172900,5382,19700101010101
18336791909,0,5486,20160309055008,300000729,7510,74180632,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336774111,0,5486,20160309055010,300000729,7510,10371827,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18337182149,0,2780,20160309055118,22723,7510,17384244,1,70,634,64604,7,7,6004857,20160310172900,20160310172900,5382,19700101010101
18336779567,0,4653,20160309055121,300014103,7510,74011457,1,70,634,64603,6,6,6004862,20160310172431,20160310172431,5382,19700101010101
18336789335,0,4653,20160309055122,300014103,7511,18759612,1,70,634,64603,6,6,6004862,20160310172431,20160310172431,5382,19700101010101
18336790121,0,4653,20160309055124,300014103,7511,19674282,1,70,634,64603,6,6,6004862,20160310172431,20160310172431,5382,19700101010101
18337174651,0,2780,20160309055239,22723,7510,75436249,1,70,634,64604,7,7,6004857,20160310172900,20160310172900,5382,19700101010101
18337165681,0,2780,20160309055241,22723,7510,49662673,1,70,634,64604,7,7,6004857,20160310172900,20160310172900,5382,19700101010101
18336781612,0,4238,20160309055246,300012759,7510,44156641,1,70,634,64603,6,6,6004862,20160310172431,20160310172431,5382,19700101010101
18336777455,0,5486,20160309055338,300000729,7510,42874172,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336781378,0,5486,20160309055341,300000729,7510,6531432,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336778003,0,5486,20160309055342,300000729,7510,44146789,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336798127,0,5486,20160309055344,300000729,7511,16768264,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
18336785797,0,5486,20160309055345,300000729,7510,44643603,1,1,634,630183,1,1,6004812,20160310172431,20160310172431,5382,19700101010101
