BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,UP_TIME
18336372504,0,4239,20160309054218,10020001564,7510,50385355,1,48,86,63049,15,15,6001668,20160310172431,20160310172431,4102,19700101010101
18336400461,0,6209,20160309054254,600000121,7510,45495586,1,48,86,63056,2,2,6001516,20160310172431,20160310172431,4102,19700101010101
18336378874,185,6210,20160309054435,600000121,7510,12666209,7,0,86,63056,0,3,6001516,20160310172431,20160310172431,4102,19700101010101
18336389400,0,4239,20160309054710,10020001564,7510,43992170,1,48,86,63049,13,13,6001668,20160310172431,20160310172431,4102,19700101010101
18336396736,0,4239,20160309054712,10020001564,7510,44107833,1,48,86,63049,13,13,6001668,20160310172431,20160310172431,4102,19700101010101
18336351873,0,4239,20160309055236,10020001564,7510,53248872,1,48,86,63049,12,12,6001668,20160310172431,20160310172431,4102,19700101010101
18336395290,0,3872,20160309055301,300011326,7510,41189538,81,48,86,63046,16,16,6001720,20160310172431,20160310172431,4102,19700101010101
18336380363,0,3872,20160309055302,300011326,7510,68605067,1,48,86,63046,16,16,6001720,20160310172431,20160310172431,4102,19700101010101
18336385266,0,6210,20160309055318,600000121,7510,25741317,1,48,86,63056,6,6,6001516,20160310172431,20160310172431,4102,19700101010101
18336394990,0,6210,20160309055418,600000121,7510,25009683,1,48,86,63056,9,9,6001516,20160310172431,20160310172431,4102,19700101010101
18336352244,0,6210,20160309055452,600000121,7510,89369600,1,48,86,63056,7,7,6001516,20160310172431,20160310172431,4102,19700101010101
18336351082,0,3872,20160309055459,300011326,7510,19367392,1,48,86,63046,15,15,6001720,20160310172431,20160310172431,4102,19700101010101
18336393591,6,105864,20160309055516,300026490,7510,45495586,1,48,86,63056,2,10,6001516,20160310172431,20160310172431,4102,20160309054201
18336389373,6,105865,20160309055645,300026490,7510,25009683,1,0,86,63056,9,10,6001516,20160310172431,20160310172431,4102,20160309055401
18336392108,0,4239,20160309055746,10020001564,7510,24800886,1,48,86,63049,11,11,6001668,20160310172431,20160310172431,4102,19700101010101
18336384125,0,6210,20160309055811,600000121,7510,68599462,1,48,86,63056,10,10,6001516,20160310172431,20160310172431,4102,19700101010101
18336381469,0,3872,20160309055838,300011326,7510,19057906,1,48,86,63046,14,14,6001720,20160310172431,20160310172431,4102,19700101010101
18336381872,6,71546,20160309055845,300026504,7510,19057906,1,0,86,63046,14,14,6001720,20160310172431,20160310172431,4102,20160309055801
18336382198,6,70828,20160309060104,300026507,7510,50385355,1,48,86,63049,15,10,6001668,20160310172431,20160310172431,4102,20160309054201
18336390096,0,4239,20160309060126,10020001564,7511,11968135,1,48,86,63049,10,10,6001668,20160310172431,20160310172431,4102,19700101010101
18336379689,6,71547,20160309060341,300026504,7510,19367392,1,0,86,63046,15,12,6001720,20160310172431,20160310172431,4102,20160309055401
