BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,UP_TIME
18334003311,0,6922,20160309053508,300031873,7510,50293188,1,1,362,420187,19,19,4004603,20160310170432,20160310170432,5124,19700101010101
18333979853,0,6922,20160309053700,300031873,7510,13183631,1,1,362,420187,19,19,4004603,20160310170432,20160310170432,5124,19700101010101
18334002482,0,6922,20160309054040,300031873,7510,47472035,1,1,362,420187,18,18,4004603,20160310170432,20160310170432,5124,19700101010101
18333490863,0,6636,20160309054126,300024755,7511,16804695,1,1,362,420199,21,21,4004704,20160310165913,20160310165913,5124,19700101010101
18333510722,0,6636,20160309054152,300024755,7510,46383627,1,1,362,420199,21,21,4004704,20160310165913,20160310165913,5124,19700101010101
18333959245,0,12217,20160309054317,300024742,7510,79663908,1,1,362,420187,17,17,4004603,20160310170432,20160310170432,5124,19700101010101
18333998878,0,6922,20160309054317,300031873,7510,35779301,1,1,362,420187,17,17,4004603,20160310170432,20160310170432,5124,19700101010101
18333995402,0,12217,20160309054628,300024742,7510,38730902,18,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18334002654,0,6922,20160309054629,300031873,7510,6285430,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333990139,0,12217,20160309054629,300024742,7510,48605401,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333994872,0,12217,20160309054631,300024742,7510,42724361,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333998283,0,6922,20160309054631,300031873,7511,15845334,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333998042,0,12217,20160309054632,300024742,7510,38087766,18,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333980329,6,15172,20160309054633,300031831,7510,38730902,18,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,20160309054601
18333994450,0,12217,20160309054634,300024742,7510,81923946,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333988104,0,6922,20160309054635,300031873,7510,78048859,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333957276,0,6922,20160309054637,300031873,7510,82182503,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333993148,0,12217,20160309054639,300024742,7510,22492735,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18334002222,0,6922,20160309054645,300031873,7510,68924809,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333998950,0,12217,20160309054821,300024742,7510,21310044,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18333959220,0,6922,20160309054822,300031873,7510,19147934,1,1,362,420187,16,16,4004603,20160310170432,20160310170432,5124,19700101010101
18334000868,0,12217,20160309055044,300024742,7510,35126255,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333990361,0,12217,20160309055046,300024742,7510,46716581,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333979277,0,6922,20160309055046,300031873,7510,47522914,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333999118,0,12217,20160309055047,300024742,7510,85874481,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333994697,0,6922,20160309055048,300031873,7510,35660333,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333993000,0,6922,20160309055050,300031873,7510,52798857,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333992198,0,6922,20160309055051,300031873,7510,87407894,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333979856,0,12217,20160309055051,300024742,7510,81347760,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333991667,0,12217,20160309055052,300024742,7511,17812531,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333958848,0,6922,20160309055053,300031873,7511,15054913,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333981066,0,12217,20160309055054,300024742,7511,13866688,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333981366,0,6922,20160309055055,300031873,7510,47437325,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333991170,0,6922,20160309055056,300031873,7510,86276746,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333994562,0,6922,20160309055100,300031873,7510,78895604,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333998153,6,15173,20160309055100,300031831,7510,81347760,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,20160309055001
18333994822,0,6922,20160309055101,300031873,7510,89875651,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18334001603,0,12217,20160309055102,300024742,7510,46161364,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333986942,0,6922,20160309055103,300031873,7510,75445777,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18334001254,0,6922,20160309055104,300031873,7510,49664447,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
18333992046,0,6922,20160309055106,300031873,7510,87648464,1,1,362,420187,15,15,4004603,20160310170432,20160310170432,5124,19700101010101
