BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,UP_TIME
18337683227,0,13986,20160309054031,22594,7511,11496644,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337722059,0,13986,20160309054032,22594,7510,70416807,6,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337720735,0,13986,20160309054034,22594,7510,67492262,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337688640,0,13986,20160309054035,22594,7510,50343201,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337729748,0,13986,20160309054041,22594,7510,80195665,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337684708,0,13986,20160309054042,22594,7510,78792930,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337690861,0,13986,20160309054044,22594,7510,44677618,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337686195,0,13986,20160309054046,22594,7510,51356849,1,54,614,83672,2,2,8004304,20160310173334,20160310173334,4760,19700101010101
18337687744,0,13986,20160309054212,22594,7510,46807885,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337721606,0,13986,20160309054215,22594,7510,87604797,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337726972,0,13986,20160309054216,22594,7511,14608009,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337684864,0,13986,20160309054218,22594,7511,19270188,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337719002,0,13986,20160309054220,22594,7511,13755244,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337687672,0,13986,20160309054223,22594,7510,49923072,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337726883,0,13986,20160309054340,22594,7510,35734189,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337720865,0,13986,20160309054350,22594,7510,45028831,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337686836,0,13987,20160309054403,22594,7510,50767766,1,54,614,83672,3,3,8004304,20160310173334,20160310173334,4760,19700101010101
18337729034,8,13987,20160309054403,22594,7510,50767766,1,1,614,83672,26,3,8004304,20160310173334,20160310173334,4760,20160122191101
18337726526,0,13987,20160309054509,22594,7511,16233947,1,54,614,83672,4,4,8004304,20160310173334,20160310173334,4760,19700101010101
18337728115,0,13987,20160309054510,22594,7510,36294035,1,54,614,83672,4,4,8004304,20160310173334,20160310173334,4760,19700101010101
