GRANT_CARD_CODE,ENTRY_NUM,EXIT_NUM,ENTRY_TIME,DEAL_TIME,ENTRY_STATION,EXIT_STATION
51229474,437,210,20160308050600,20160308055221,魏公村,北京站
39723220,437,1351,20160308050900,20160308055149,魏公村,东直门
11372180,437,461,20160308051200,20160308054506,魏公村,北京南站
15088287,437,210,20160308051300,20160308055902,魏公村,北京站
11018716,437,9035,20160308051500,20160308055507,魏公村,大红门
49022971,437,929,20160308052100,20160308061032,魏公村,北京西站
17511699,437,9708,20160308052100,20160308063113,魏公村,通州北苑
18871144,437,9341,20160308052200,20160308063226,魏公村,天宫院
18871145,437,9341,20160308052200,20160308063223,魏公村,天宫院
52721792,437,107,20160308052400,20160308060916,魏公村,玉泉路
63249461,437,212,20160308052400,20160308060428,魏公村,朝阳门
70147512,437,521,20160308052500,20160308062727,魏公村,天通苑北
12535919,437,1531,20160308052600,20160308061524,魏公村,奥林匹克公园
1298541,437,9031,20160308052700,20160308062016,魏公村,宋家庄
52593782,437,1479,20160308052700,20160308063308,魏公村,将台
36678861,437,9333,20160308052800,20160308063056,魏公村,黄村西大街
18242751,437,1329,20160308052800,20160308061101,魏公村,上地
18773600,437,1329,20160308052800,20160308061057,魏公村,上地
6811993,437,1455,20160308052800,20160308061754,魏公村,方庄
71963046,437,210,20160308052900,20160308061217,魏公村,北京站
85119431,437,823,20160308052900,20160308062412,魏公村,森林公园南门
15987728,437,1327,20160308053000,20160308060447,魏公村,五道口
15987729,437,1327,20160308053000,20160308060447,魏公村,五道口
35500322,437,1037,20160308053300,20160308062753,魏公村,金台夕照
35414702,437,210,20160308053400,20160308061416,魏公村,北京站
48209973,437,210,20160308053500,20160308061522,魏公村,北京站
48897652,437,625,20160308053500,20160308060540,魏公村,花园桥
43176832,437,210,20160308053500,20160308061522,魏公村,北京站
47197518,437,9327,20160308053600,20160308063409,魏公村,高米店南
12717416,437,533,20160308053700,20160308061912,魏公村,大屯路东
78902428,437,731,20160308053800,20160308061140,魏公村,虎坊桥
31965032,437,9059,20160308053900,20160308062132,魏公村,西钓鱼台
48572789,437,9712,20160308054000,20160308065922,魏公村,临河里
1946141,437,104,20160308054100,20160308063018,魏公村,古城
52934311,437,463,20160308054200,20160308061337,魏公村,马家堡
12458346,437,9323,20160308054400,20160308063252,魏公村,西红门
8377439,437,9429,20160308054600,20160308065340,魏公村,南邵
13669978,437,116,20160308054700,20160308061704,魏公村,天安门西
17171632,437,116,20160308054700,20160308061709,魏公村,天安门西
19666189,437,116,20160308054700,20160308061705,魏公村,天安门西
14786688,437,123,20160308054700,20160308063126,魏公村,大望路
13646275,437,116,20160308054700,20160308061707,魏公村,天安门西
50055901,437,9031,20160308054800,20160308064022,魏公村,宋家庄
66005255,437,433,20160308054800,20160308055731,魏公村,海淀黄庄
54066293,437,451,20160308055200,20160308061156,魏公村,灵境胡同
16194284,437,435,20160308055200,20160308055539,魏公村,人民大学
22810480,437,9639,20160308055300,20160308070739,魏公村,同济南路
47647485,437,653,20160308055300,20160308064959,魏公村,青年路
12892089,437,461,20160308055700,20160308062944,魏公村,北京南站
2401357,437,214,20160308055700,20160308063105,魏公村,东直门
64204780,437,461,20160308055700,20160308062942,魏公村,北京南站
27099780,437,1479,20160308055900,20160308065246,魏公村,将台
15986034,437,645,20160308060000,20160308063416,魏公村,东大桥
16012880,437,9437,20160308060100,20160308065031,魏公村,朱辛庄
12163732,437,9437,20160308060100,20160308065033,魏公村,朱辛庄
81591929,437,9437,20160308060100,20160308065030,魏公村,朱辛庄
17525639,437,213,20160308060200,20160308064413,魏公村,东四十条
82365470,437,933,20160308060700,20160308063703,魏公村,六里桥
14270205,437,461,20160308060900,20160308064127,魏公村,北京南站
33192652,437,461,20160308061000,20160308064039,魏公村,北京南站
81438331,437,425,20160308061000,20160308062859,魏公村,西苑
87219972,437,218,20160308061000,20160308062915,魏公村,积水潭
12563589,437,447,20160308061000,20160308062559,魏公村,平安里
54322330,437,663,20160308061100,20160308071126,魏公村,物资学院路
49603579,437,423,20160308061100,20160308063013,魏公村,北宫门
