GRANT_CARD_CODE,ENTRY_NUM,EXIT_NUM,ENTRY_TIME,DEAL_TIME,ENTRY_STATION,EXIT_STATION
17620712,9061,933,20160310051600,20160310054629,慈寿寺,六里桥
6613864,9061,649,20160310052400,20160310060424,慈寿寺,金台路
39894557,9061,9055,20160310052800,20160310054148,慈寿寺,莲花桥
74226751,9061,1431,20160310053700,20160310060906,慈寿寺,七里庄
72060727,9061,1431,20160310053700,20160310060850,慈寿寺,七里庄
49167839,9061,655,20160310054900,20160310063557,慈寿寺,褡裢坡
49897345,9061,535,20160310055400,20160310064823,慈寿寺,惠新西街北口
88410982,9061,931,20160310055400,20160310061328,慈寿寺,六里桥东
67801686,9061,1019,20160310055700,20160310064022,慈寿寺,安贞门
12678263,9061,216,20160310055700,20160310062919,慈寿寺,安定门
18470942,9061,1019,20160310055700,20160310064023,慈寿寺,安贞门
72701235,9061,107,20160310055800,20160310061915,慈寿寺,玉泉路
35804499,9061,1003,20160310055800,20160310062545,慈寿寺,苏州街
70127152,9061,9712,20160310055900,20160310071321,慈寿寺,临河里
74510797,9061,1019,20160310055900,20160310064012,慈寿寺,安贞门
86548507,9061,1019,20160310055900,20160310064026,慈寿寺,安贞门
38715320,9061,1013,20160310060300,20160310063854,慈寿寺,牡丹园
80149426,9061,9055,20160310060300,20160310061457,慈寿寺,莲花桥
83978622,9061,1003,20160310060300,20160310062810,慈寿寺,苏州街
1923817,9061,207,20160310060400,20160310063521,慈寿寺,和平门
14046595,9061,202,20160310060500,20160310062115,慈寿寺,车公庄
7285459,9061,737,20160310060600,20160310064401,慈寿寺,磁器口
66532360,9061,9433,20160310060700,20160310070228,慈寿寺,沙河
10245442,9061,1547,20160310060700,20160310072058,慈寿寺,马泉营
14005034,9061,639,20160310060800,20160310063237,慈寿寺,南锣鼓巷
78817832,9061,1019,20160310060800,20160310064020,慈寿寺,安贞门
52944880,9061,461,20160310060900,20160310064642,慈寿寺,北京南站
16302971,9061,123,20160310060900,20160310065111,慈寿寺,大望路
22245186,9061,1019,20160310060900,20160310064028,慈寿寺,安贞门
44021395,9061,661,20160310060900,20160310070652,慈寿寺,草房
11902468,9061,727,20160310061000,20160310064112,慈寿寺,广安门内
44262143,9061,1011,20160310061000,20160310063748,慈寿寺,西土城
80751242,9061,9033,20160310061100,20160310065019,慈寿寺,石榴庄
13762865,9061,663,20160310061100,20160310070556,慈寿寺,物资学院路
42883453,9061,645,20160310061100,20160310064012,慈寿寺,东大桥
78477503,9061,119,20160310061200,20160310065611,慈寿寺,东单
50700159,9061,1471,20160310061200,20160310065353,慈寿寺,金台路
15095835,9061,9635,20160310061400,20160310071958,慈寿寺,荣京东街
10019073,9061,1027,20160310061400,20160310065814,慈寿寺,三元桥
37379634,9061,1449,20160310061600,20160310065822,慈寿寺,永定门外
10512117,9061,645,20160310061700,20160310064543,慈寿寺,东大桥
49876060,9061,527,20160310061700,20160310070845,慈寿寺,立水桥
11455645,9061,1559,20160310061900,20160310074854,慈寿寺,石门
45391894,9061,663,20160310062000,20160310071615,慈寿寺,物资学院路
86113339,9061,124,20160310062100,20160310071023,慈寿寺,四惠
13648542,9061,9633,20160310062100,20160310072320,慈寿寺,万源街
33444478,9061,214,20160310062200,20160310065924,慈寿寺,东直门
6544653,9061,9035,20160310062200,20160310065950,慈寿寺,大红门
16290786,9061,533,20160310062200,20160310071159,慈寿寺,大屯路东
69255724,9061,9035,20160310062200,20160310065930,慈寿寺,大红门
89267138,9061,9423,20160310062300,20160310073902,慈寿寺,昌平
17808435,9061,533,20160310062300,20160310071224,慈寿寺,大屯路东
75113097,9061,551,20160310062400,20160310070128,慈寿寺,灯市口
12224736,9061,9423,20160310062500,20160310073903,慈寿寺,昌平
52564843,9061,1015,20160310062500,20160310065125,慈寿寺,健德门
35098371,9061,218,20160310062500,20160310070018,慈寿寺,积水潭
32097660,9061,1349,20160310062600,20160310071300,慈寿寺,柳芳
72807582,9061,9710,20160310062700,20160310074307,慈寿寺,九棵树
85266306,9061,723,20160310062800,20160310065434,慈寿寺,湾子
84242983,9061,1449,20160310062800,20160310071423,慈寿寺,永定门外
12543915,9061,109,20160310062800,20160310091305,慈寿寺,万寿路
30047127,9061,565,20160310062900,20160310070840,慈寿寺,宋家庄
32004976,9061,108,20160310062900,20160310064318,慈寿寺,五棵松
51050075,9061,9035,20160310063000,20160310070854,慈寿寺,大红门
68189421,9061,433,20160310063000,20160310064800,慈寿寺,海淀黄庄
78819346,9061,9633,20160310063000,20160310073554,慈寿寺,万源街
67793654,9061,1461,20160310063000,20160310071900,慈寿寺,北工大西门
35539677,9061,9035,20160310063100,20160310070802,慈寿寺,大红门
78222283,9061,643,20160310063100,20160310070259,慈寿寺,朝阳门
88818116,9061,1541,20160310063100,20160310073022,慈寿寺,望京
3772283,9061,208,20160310063100,20160310070506,慈寿寺,前门
86781798,9061,661,20160310063100,20160310072501,慈寿寺,草房
82081500,9061,216,20160310063200,20160310070712,慈寿寺,安定门
16913812,9061,521,20160310063200,20160310072811,慈寿寺,天通苑北
72490390,9061,1027,20160310063200,20160310071426,慈寿寺,三元桥
44536349,9061,1027,20160310063200,20160310071440,慈寿寺,三元桥
72174832,9061,9637,20160310063300,20160310074110,慈寿寺,荣昌东街
38431663,9061,1005,20160310063300,20160310065013,慈寿寺,海淀黄庄
81837716,9061,9055,20160310063300,20160310064604,慈寿寺,莲花桥
53102082,9061,431,20160310063300,20160310065536,慈寿寺,中关村
1931069,9061,214,20160310063300,20160310070828,慈寿寺,东直门
15263127,9061,1533,20160310063400,20160310072311,慈寿寺,安立路
5125229,9061,1551,20160310063400,20160310075116,慈寿寺,国展
6427997,9061,1011,20160310063400,20160310065613,慈寿寺,西土城
68565827,9061,677,20160310063400,20160310074436,慈寿寺,潞城
211501,9061,1327,20160310063500,20160310070216,慈寿寺,五道口
79734416,9061,218,20160310063500,20160310065621,慈寿寺,积水潭
76517326,9061,643,20160310063500,20160310070757,慈寿寺,朝阳门
75183540,9061,1335,20160310063500,20160310074105,慈寿寺,回龙观
70496619,9061,461,20160310063600,20160310071743,慈寿寺,北京南站
83368984,9061,123,20160310063600,20160310072603,慈寿寺,大望路
39462091,9061,9639,20160310063600,20160310074824,慈寿寺,同济南路
15661080,9061,931,20160310063600,20160310065313,慈寿寺,六里桥东
25928326,9061,1349,20160310063600,20160310072504,慈寿寺,柳芳
63590926,9061,9629,20160310063700,20160310074918,慈寿寺,亦庄桥
7015495,9061,9035,20160310063700,20160310071110,慈寿寺,大红门
79157291,9061,447,20160310063700,20160310065900,慈寿寺,平安里
50463265,9061,1341,20160310063700,20160310072943,慈寿寺,北苑
17382895,9061,1341,20160310063700,20160310072945,慈寿寺,北苑
79823754,9061,209,20160310063800,20160310071321,慈寿寺,崇文门
30266792,9061,9329,20160310063800,20160310073415,慈寿寺,枣园
47437640,9061,433,20160310063800,20160310065615,慈寿寺,海淀黄庄
12564184,9061,1537,20160310063800,20160310072743,慈寿寺,关庄
12672030,9061,9423,20160310063800,20160310075559,慈寿寺,昌平
44797370,9061,561,20160310063800,20160310072227,慈寿寺,蒲黄榆
28902543,9061,9637,20160310063800,20160310074539,慈寿寺,荣昌东街
1363449,9061,1479,20160310063800,20160310072839,慈寿寺,将台
15495707,9061,213,20160310063800,20160310071422,慈寿寺,东四十条
15495516,9061,9337,20160310063800,20160310074707,慈寿寺,义和庄
88978464,9061,9337,20160310063800,20160310074656,慈寿寺,义和庄
47357109,9061,663,20160310063900,20160310073446,慈寿寺,物资学院路
47040648,9061,116,20160310063900,20160310070624,慈寿寺,天安门西
430234,9061,9429,20160310063900,20160310074058,慈寿寺,南邵
1154052,9061,214,20160310063900,20160310071512,慈寿寺,东直门
42041129,9061,435,20160310063900,20160310070014,慈寿寺,人民大学
46080718,9061,116,20160310064000,20160310070620,慈寿寺,天安门西
1046979,9061,1015,20160310064000,20160310072107,慈寿寺,健德门
