BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18444355281,0,7878,20160312043514,300014748,7510,88132837,1,1,334,610119,1,1,20160315172347,2310,0,19700101010101
18444395203,0,7878,20160312044137,300014748,7510,78707764,1,1,334,610119,1,1,20160315172347,2310,0,19700101010101
18444399431,0,7878,20160312044941,300014748,7510,81498501,1,1,334,610119,4,4,20160315172347,2310,0,19700101010101
18444354731,0,7878,20160312044942,300014748,7511,15446239,1,1,334,610119,4,4,20160315172347,2310,0,19700101010101
18444363051,8,7879,20160312045205,300014748,7510,82121945,1,130,334,610119,8,5,20160315172347,2310,0,20160311203301
18444356826,0,7879,20160312045205,300014748,7510,82121945,1,1,334,610119,5,5,20160315172347,2310,0,19700101010101
18444363503,0,7879,20160312045220,300014748,7510,4276715,1,1,334,610119,5,5,20160315172347,2310,0,19700101010101
18444357957,0,7879,20160312045327,300014748,7510,30408690,1,1,334,610119,5,5,20160315172347,2310,0,19700101010101
18444397086,0,7879,20160312045329,300014748,7510,38499752,18,1,334,610119,5,5,20160315172347,2310,0,19700101010101
18444396862,0,7879,20160312045330,300014748,7510,26364912,1,1,334,610119,5,5,20160315172347,2310,0,19700101010101
18444359148,0,7879,20160312045331,300014748,7511,16471932,1,1,334,610119,5,5,20160315172347,2310,0,19700101010101
18444393017,185,7880,20160312045759,300014748,7510,12678630,7,0,334,610119,0,7,20160315172347,2310,0,19700101010101
18444365074,0,7880,20160312045801,300014748,7510,21384639,1,1,334,610119,7,7,20160315172347,2310,0,19700101010101
18443802629,6,74919,20160312050001,300014733,7510,82121945,1,1,334,610119,5,7,20160315172347,2310,0,20160312045201
18444361007,0,7880,20160312050114,300014748,7510,84566609,1,1,334,610119,8,8,20160315172347,2310,0,19700101010101
18444363732,0,7880,20160312050258,300014748,7510,68910153,1,1,334,610119,9,9,20160315172347,2310,0,19700101010101
18443797438,6,74923,20160312050452,300014733,7510,21384639,1,0,334,610119,7,9,20160315172347,2310,0,20160312045801
18444396355,0,7880,20160312050603,300014748,7510,27932768,1,1,334,610119,10,10,20160315172347,2310,0,19700101010101
18444400182,0,7880,20160312050811,300014748,7510,72873060,1,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444396829,0,7880,20160312050812,300014748,7510,42026702,18,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444364116,0,7880,20160312050813,300014748,7510,14626373,19,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444354617,0,7880,20160312050821,300014748,7511,12228045,1,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444357297,0,7880,20160312051023,300014748,7510,42046948,18,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444401368,0,7880,20160312051025,300014748,7510,72470918,1,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444394451,0,7880,20160312051027,300014748,7510,89763238,1,1,334,610119,11,11,20160315172347,2310,0,19700101010101
18444354201,0,7880,20160312051412,300014748,7511,11314836,1,1,334,610119,13,13,20160315172347,2310,0,19700101010101
18444360831,0,7880,20160312051414,300014748,7510,70066995,6,1,334,610119,13,13,20160315172347,2310,0,19700101010101
18444355242,0,7880,20160312051418,300014748,7511,15128044,1,1,334,610119,13,13,20160315172347,2310,0,19700101010101
18443819747,6,74931,20160312051456,300014733,7510,30408690,1,1,334,610119,5,13,20160315172347,2310,0,20160312045301
18443812755,6,74933,20160312051525,300014733,7510,72470918,1,1,334,610119,11,13,20160315172347,2310,0,20160312051001
18443862864,6,74937,20160312051537,300014733,7510,26364912,1,0,334,610119,5,13,20160315172347,2310,0,20160312045301
18417101157,0,12087,20160312052046,300014739,7510,22453682,1,1,334,610109,18,18,20160314130122,2310,0,19700101010101
18386230604,0,12087,20160312052046,300014739,7510,22453682,1,1,334,610109,18,18,20160313172430,2310,0,19700101010101
18386234956,0,12087,20160312052047,300014739,7510,26572588,1,1,334,610109,18,18,20160313172430,2310,0,19700101010101
18417108490,0,12087,20160312052047,300014739,7510,26572588,1,1,334,610109,18,18,20160314130122,2310,0,19700101010101
18417102292,0,12087,20160312052049,300014739,7510,45714311,1,1,334,610109,18,18,20160314130122,2310,0,19700101010101
18386227037,0,12087,20160312052049,300014739,7510,45714311,1,1,334,610109,18,18,20160313172430,2310,0,19700101010101
18386230561,0,12087,20160312052050,300014739,7510,10223745,1,1,334,610109,18,18,20160313172430,2310,0,19700101010101
18417102101,0,12087,20160312052050,300014739,7510,10223745,1,1,334,610109,18,18,20160314130122,2310,0,19700101010101
18417106407,0,12087,20160312052052,300014739,7510,71757292,1,1,334,610109,18,18,20160314130122,2310,0,19700101010101
18386232912,0,12087,20160312052052,300014739,7510,71757292,1,1,334,610109,18,18,20160313172430,2310,0,19700101010101
18417103745,0,12087,20160312052054,300014739,7510,15978126,1,1,334,610109,18,18,20160314130122,2310,0,19700101010101
18386212655,0,12087,20160312052054,300014739,7510,15978126,1,1,334,610109,18,18,20160313172430,2310,0,19700101010101
18444355441,0,7880,20160312052500,300014748,7510,5356773,1,1,334,610119,17,17,20160315172347,2310,0,19700101010101
18443854953,6,74944,20160312052751,300014733,7510,5356773,1,0,334,610119,17,18,20160315172347,2310,0,20160312052501
18417077363,0,12087,20160312052849,300014739,7511,11268183,1,1,334,610109,15,15,20160314130122,2310,0,19700101010101
18386211413,0,12087,20160312052849,300014739,7511,11268183,1,1,334,610109,15,15,20160313172430,2310,0,19700101010101
18386230082,0,12087,20160312053000,300014739,7510,66713491,1,1,334,610109,15,15,20160313172430,2310,0,19700101010101
18417110506,0,12087,20160312053000,300014739,7510,66713491,1,1,334,610109,15,15,20160314130122,2310,0,19700101010101
18417101588,0,12087,20160312053115,300014739,7510,2118651,1,1,334,610109,14,14,20160314130122,2310,0,19700101010101
18386230184,0,12087,20160312053115,300014739,7510,2118651,1,1,334,610109,14,14,20160313172430,2310,0,19700101010101
18386231915,0,12087,20160312053117,300014739,7510,83966066,1,1,334,610109,14,14,20160313172430,2310,0,19700101010101
18417101774,0,12087,20160312053117,300014739,7510,83966066,1,1,334,610109,14,14,20160314130122,2310,0,19700101010101
18417104666,185,12088,20160312053118,300014739,7510,12624470,7,0,334,610109,0,14,20160314130122,2310,0,19700101010101
18386228806,185,12088,20160312053118,300014739,7510,12624470,7,0,334,610109,0,14,20160313172430,2310,0,19700101010101
18386213588,0,12088,20160312053120,300014739,7510,87572359,1,1,334,610109,14,14,20160313172430,2310,0,19700101010101
18417075881,0,12088,20160312053120,300014739,7510,87572359,1,1,334,610109,14,14,20160314130122,2310,0,19700101010101
18417105200,0,12088,20160312053132,300014739,7510,54082555,1,1,334,610109,14,14,20160314130122,2310,0,19700101010101
18386227003,0,12088,20160312053132,300014739,7510,54082555,1,1,334,610109,14,14,20160313172430,2310,0,19700101010101
18417077109,0,12088,20160312053411,300014739,7510,5640409,1,1,334,610109,13,13,20160314130122,2310,0,19700101010101
18386208280,0,12088,20160312053411,300014739,7510,5640409,1,1,334,610109,13,13,20160313172430,2310,0,19700101010101
18386226774,0,12088,20160312053414,300014739,7510,726583,1,1,334,610109,13,13,20160313172430,2310,0,19700101010101
18417105361,0,12088,20160312053414,300014739,7510,726583,1,1,334,610109,13,13,20160314130122,2310,0,19700101010101
18386212466,6,109235,20160312053424,500001717,7510,2118651,1,0,334,610109,14,13,20160313172430,2310,0,20160312053101
18417103710,6,109235,20160312053424,500001717,7510,2118651,1,0,334,610109,14,13,20160314130122,2310,0,20160312053101
18386213631,6,109236,20160312053425,500001717,7510,54082555,1,1,334,610109,14,13,20160313172430,2310,0,20160312053101
18417104709,6,109236,20160312053425,500001717,7510,54082555,1,1,334,610109,14,13,20160314130122,2310,0,20160312053101
18386228917,0,12088,20160312053853,300014739,7510,42788756,1,1,334,610109,12,12,20160313172430,2310,0,19700101010101
18417104030,0,12088,20160312053853,300014739,7510,42788756,1,1,334,610109,12,12,20160314130122,2310,0,19700101010101
18386227665,0,12088,20160312053854,300014739,7510,84520030,1,1,334,610109,12,12,20160313172430,2310,0,19700101010101
18417099672,0,12088,20160312053854,300014739,7510,84520030,1,1,334,610109,12,12,20160314130122,2310,0,19700101010101
18386227243,0,13127,20160312054254,300014182,7510,45217647,1,1,334,610103,5,5,20160313172430,2310,0,19700101010101
18417099260,0,13127,20160312054254,300014182,7510,45217647,1,1,334,610103,5,5,20160314130122,2310,0,19700101010101
18444357673,0,7880,20160312054300,300014748,7510,12166999,6,1,334,610119,18,18,20160315172347,2310,0,19700101010101
18417099347,0,13127,20160312054410,300014182,7510,50208089,1,1,334,610103,6,6,20160314130122,2310,0,19700101010101
18386230716,0,13127,20160312054410,300014182,7510,50208089,1,1,334,610103,6,6,20160313172430,2310,0,19700101010101
18385907297,0,13127,20160312054412,300014182,7510,79284333,1,1,334,610103,6,6,20160313172430,2310,0,19700101010101
18386207888,0,13127,20160312054412,300014182,7510,79284333,1,1,334,610103,6,6,20160313172430,2310,0,19700101010101
18417076725,0,13127,20160312054412,300014182,7510,79284333,1,1,334,610103,6,6,20160314130122,2310,0,19700101010101
18416748397,0,13127,20160312054412,300014182,7510,79284333,1,1,334,610103,6,6,20160314125642,2310,0,19700101010101
18386072694,0,10425,20160312054425,300014709,7511,15074690,1,1,334,610110,18,18,20160313172430,2310,0,19700101010101
