BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18420090056,0,14803,20160312050208,109008249,7510,47022571,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389184262,0,14803,20160312050208,109008249,7510,47022571,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18420083644,0,14804,20160312050211,109008249,7510,89142203,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389181084,0,14804,20160312050211,109008249,7510,89142203,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18420088347,0,14805,20160312050213,109008249,7510,88244330,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389185640,0,14805,20160312050213,109008249,7510,88244330,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18420102883,0,14806,20160312050217,109008249,7510,82231384,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389196440,0,14806,20160312050217,109008249,7510,82231384,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18420092713,0,14807,20160312050221,109008249,7510,27407016,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389143701,0,14807,20160312050221,109008249,7510,27407016,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18420094850,6,13278,20160312050225,109008250,7510,82231384,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389193552,6,13278,20160312050225,109008250,7510,82231384,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18389183066,0,14808,20160312050228,109008249,7510,2572236,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18420085381,0,14808,20160312050228,109008249,7510,2572236,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18420096425,0,14809,20160312050231,109008249,7510,79764708,1,0,65,970184,1,1,20160314132951,2193,0,20160312050201
18389195127,0,14809,20160312050231,109008249,7510,79764708,1,0,65,970184,1,1,20160313175529,2193,0,20160312050201
18383726043,0,13793,20160312050620,109009431,7510,71390135,1,0,65,970177,18,18,20160313170412,4753,0,20160312050601
