BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,CREATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18386309911,0,31990,20160312053953,109009674,7510,65733730,1,0,374,68117,1,1,20160313172430,1798,0,20160312053901
18417162037,0,31990,20160312053953,109009674,7510,65733730,1,0,374,68117,1,1,20160314130122,1798,0,20160312053901
18417165496,0,31991,20160312053955,109009674,7510,51696183,1,0,374,68117,1,1,20160314130122,1798,0,20160312053901
18386310031,0,31991,20160312053955,109009674,7510,51696183,1,0,374,68117,1,1,20160313172430,1798,0,20160312053901
18417171546,0,31992,20160312053958,109009674,7510,66042816,1,0,374,68117,1,1,20160314130122,1798,0,20160312053901
18386310068,0,31992,20160312053958,109009674,7510,66042816,1,0,374,68117,1,1,20160313172430,1798,0,20160312053901
18386354036,6,28957,20160312053959,109009647,7510,65733730,1,0,374,68117,1,1,20160313172925,1798,0,20160312053901
18417236369,6,28957,20160312053959,109009647,7510,65733730,1,0,374,68117,1,1,20160314130122,1798,0,20160312053901
18417169128,0,31993,20160312054037,109009674,7510,51064214,1,0,374,68117,1,1,20160314130122,1798,0,20160312054001
18386297908,0,31993,20160312054037,109009674,7510,51064214,1,0,374,68117,1,1,20160313172430,1798,0,20160312054001
18417166593,0,31994,20160312054040,109009674,7510,63895000,1,0,374,68117,1,1,20160314130122,1798,0,20160312054001
18386302925,0,31994,20160312054040,109009674,7510,63895000,1,0,374,68117,1,1,20160313172430,1798,0,20160312054001
18417238393,0,34776,20160312054828,109001228,7510,43661686,1,0,374,610066,11,11,20160314130122,1798,0,20160312054801
18386354541,0,34776,20160312054828,109001228,7510,43661686,1,0,374,610066,11,11,20160313172925,1798,0,20160312054801
18417237446,0,34777,20160312054829,109001228,7510,80105449,1,0,374,610066,11,11,20160314130122,1798,0,20160312054801
18386351095,0,34777,20160312054829,109001228,7510,80105449,1,0,374,610066,11,11,20160313172925,1798,0,20160312054801
18417233010,0,34769,20160312055110,109001228,7510,43474542,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18386347513,0,34769,20160312055110,109001228,7510,43474542,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18417233817,0,34770,20160312055112,109001228,7510,851183,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18386347928,0,34770,20160312055112,109001228,7510,851183,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18417233171,0,34771,20160312055117,109001228,7510,51093877,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18386347478,0,34771,20160312055117,109001228,7510,51093877,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18417235458,6,7008,20160312055118,109001229,7510,43474542,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18417229426,0,34772,20160312055118,109001228,7510,18389212,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18386343439,0,34772,20160312055118,109001228,7510,18389212,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18386351312,6,7008,20160312055118,109001229,7510,43474542,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18386355257,0,34773,20160312055120,109001228,7511,19127622,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18417241118,0,34773,20160312055120,109001228,7511,19127622,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18386351510,0,34774,20160312055121,109001228,7510,34302417,1,0,374,610066,13,13,20160313172925,1798,0,20160312055101
18417236146,0,34774,20160312055121,109001228,7510,34302417,1,0,374,610066,13,13,20160314130122,1798,0,20160312055101
18386346926,185,34775,20160312055124,109001228,7510,12698200,7,2,374,610066,0,13,20160313172925,1798,0,19700101010101
18417244547,185,34775,20160312055124,109001228,7510,12698200,7,2,374,610066,0,13,20160314130122,1798,0,19700101010101
18386349995,0,34778,20160312055210,109001228,7510,46303317,1,0,374,610066,10,10,20160313172925,1798,0,20160312055201
18417244676,0,34778,20160312055210,109001228,7510,46303317,1,0,374,610066,10,10,20160314130122,1798,0,20160312055201
18386355194,8,34779,20160312055328,109001228,7510,19446965,1,0,374,610066,6,10,20160313172925,1798,0,20160310093801
18386354141,0,34780,20160312055328,109001228,7510,19446965,1,0,374,610066,10,10,20160313172925,1798,0,20160312055301
18417239830,8,34779,20160312055328,109001228,7510,19446965,1,0,374,610066,6,10,20160314130122,1798,0,20160310093801
18417237650,0,34780,20160312055328,109001228,7510,19446965,1,0,374,610066,10,10,20160314130122,1798,0,20160312055301
18422781629,0,23417,20160312055630,109006775,7510,72476881,1,0,374,610062,13,13,20160314135540,4870,0,20160312055601
18391900696,0,23417,20160312055630,109006775,7510,72476881,1,0,374,610062,13,13,20160313182055,4870,0,20160312055601
18422787179,0,23418,20160312055632,109006775,7510,72429609,1,0,374,610062,13,13,20160314135540,4870,0,20160312055601
