BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18359566740,185,16631,20160310045606,109008241,7510,12582668,7,2,65,970183,0,1,9011952,20160311182415,20160311182415,5637,0,19700101010101
18357375249,185,14493,20160310045932,109009434,7510,12582724,7,2,65,970188,0,1,9011924,20160311180045,20160311180045,9992,0,19700101010101
18357369774,0,14495,20160310051034,109009434,7511,17282984,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051001
18357359823,0,14496,20160310051046,109009434,7510,48996056,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051001
18357370380,0,14497,20160310051052,109009434,7511,12551001,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051001
18357373772,0,14498,20160310051054,109009434,7510,75857884,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051001
18357332199,0,14499,20160310051056,109009434,7510,75857885,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051001
18357337652,8,14500,20160310051059,109009434,7510,26917137,1,0,65,970188,41,1,9011924,20160311180045,20160311180045,9992,0,20151229150301
18357368969,0,14501,20160310051100,109009434,7510,26917137,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051101
18357361178,0,14502,20160310051110,109009434,7510,2572236,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051101
18357363475,0,14503,20160310051122,109009434,7510,87548753,1,0,65,970188,1,1,9011924,20160311180045,20160311180045,9992,0,20160310051101
18357374241,0,14504,20160310051430,109009434,7510,19130801,1,0,65,970188,3,3,9011924,20160311180045,20160311180045,9992,0,20160310051401
18357335934,6,13097,20160310051955,109009467,7510,19130801,1,0,65,970188,3,8,9011924,20160311180045,20160311180045,9992,0,20160310051401
18351834570,0,14367,20160310052535,109008246,7510,70412315,6,0,65,970180,18,18,9011928,20160311171657,20160311171657,9992,0,20160310052501
18351830891,0,14837,20160310052614,109008235,7510,63156479,1,0,65,970176,1,1,9011931,20160311171657,20160311171657,9992,0,20160310052601
18360110564,0,16278,20160310052724,109008232,7510,64638237,19,0,65,970179,18,18,9011926,20160311182911,20160311182911,2198,0,20160310052701
18351840786,0,14368,20160310053140,109008246,7511,16445695,1,0,65,970180,13,13,9011928,20160311171657,20160311171657,9992,0,20160310053101
18357367781,6,13098,20160310053432,109009467,7510,2572236,1,0,65,970188,1,15,9011924,20160311180045,20160311180045,9992,0,20160310051101
18357337436,6,13099,20160310053534,109009467,7510,26917137,1,0,65,970188,1,15,9011924,20160311180045,20160311180045,9992,0,20160310051101
