BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18353428637,0,26707,20160310000234,15296,7510,72405081,1,2,612,620256,12,12,6004814,20160311172642,20160311172642,5382,0,19700101010101
18353431800,0,38709,20160310000253,300017260,7510,36884651,1,2,612,620254,5,5,6004694,20160311172642,20160311172642,5382,0,19700101010101
18353426916,6,7240,20160310000257,200000508,7510,36884651,1,2,612,620254,5,5,6004694,20160311172642,20160311172642,5382,0,20160310000201
18353434736,6,30932,20160310000601,300017262,7510,49919007,1,2,612,620255,14,7,6006145,20160311172642,20160311172642,5382,0,20160309233801
18353435323,6,26708,20160310000646,15296,7510,72405081,1,2,612,620256,12,13,6004814,20160311172642,20160311172642,5382,0,20160310000201
18353428477,6,4835,20160310001206,2061,7510,28257793,1,0,612,63032,2,3,90612260,20160311172642,20160311172642,5382,0,20160309234801
18353169685,185,4836,20160310052017,2061,7510,12624552,7,0,612,63032,0,3,90612260,20160311172642,20160311172642,5382,0,19700101010101
18353166758,0,4836,20160310052424,2061,7511,13292016,1,48,612,63032,1,1,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353168904,0,4836,20160310052426,2061,7510,46309249,1,48,612,63032,1,1,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353158048,0,4836,20160310052532,2061,7510,2371018,1,48,612,63032,1,1,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353162506,0,4836,20160310052538,2061,7510,89199728,1,48,612,63032,2,2,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353165484,185,4837,20160310052541,2061,7510,12654598,7,0,612,63032,0,2,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353170809,0,4837,20160310052542,2061,7511,14494194,1,48,612,63032,2,2,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353167528,0,4837,20160310052548,2061,7510,947056,1,48,612,63032,2,2,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353157808,0,4837,20160310052640,2061,7510,74871421,1,48,612,63032,3,3,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353158029,0,4837,20160310052642,2061,7510,74871411,1,48,612,63032,3,3,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353169288,0,4837,20160310052644,2061,7510,87986795,1,48,612,63032,3,3,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353167412,0,4837,20160310052828,2061,7510,14297779,1,48,612,63032,3,3,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353165661,0,4837,20160310052837,2061,7510,13981059,1,48,612,63032,3,3,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353159414,0,4837,20160310052840,2061,7510,41456332,81,48,612,63032,3,3,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353160247,0,4837,20160310053136,2061,7510,78070680,1,48,612,63032,4,4,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353164907,0,4837,20160310053239,2061,7510,33560709,1,48,612,63032,5,5,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353163747,0,4837,20160310053431,2061,7510,10488458,1,48,612,63032,5,5,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353174981,0,4837,20160310053524,2061,7510,1943441,1,48,612,63032,6,6,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353174079,6,71009,20160310053556,300014370,7511,14494194,1,48,612,63032,2,7,6004828,20160311172642,20160311172642,5382,0,20160310052501
18353166846,0,4837,20160310053617,2061,7510,27148319,1,48,612,63032,7,7,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353161325,0,4837,20160310053631,2061,7510,82366225,1,48,612,63032,7,7,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353172615,6,71010,20160310053644,300014370,7510,10488458,1,0,612,63032,5,7,6004828,20160311172642,20160311172642,5382,0,20160310053401
18353158097,0,4837,20160310053858,2061,7510,37388771,6,48,612,63032,7,7,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353175108,6,71011,20160310053932,300014370,7510,13981059,1,0,612,63032,3,7,6004828,20160311172642,20160311172642,5382,0,20160310052801
18353599319,0,7541,20160310054008,300027524,7510,33854124,1,2,612,620256,1,1,90601232,20160311173135,20160311173135,5382,0,19700101010101
18353171822,0,4837,20160310054028,2061,7510,74146909,1,48,612,63032,8,8,6004828,20160311172642,20160311172642,5382,0,19700101010101
18353159080,0,4837,20160310054030,2061,7510,86503741,1,48,612,63032,8,8,6004828,20160311172642,20160311172642,5382,0,19700101010101
