BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18356504897,0,9524,20160310053104,300007540,7510,47080432,1,0,56,930022,1,1,9017227,20160311175528,20160311175528,6408,0,19700101010101
18356499492,0,9524,20160310053105,300007540,7510,74585018,1,0,56,930022,1,1,9017227,20160311175528,20160311175528,6408,0,19700101010101
18356582111,0,9524,20160310053240,300007540,7510,63014612,1,0,56,930022,1,1,9017227,20160311175528,20160311175528,6408,0,19700101010101
18356586666,0,9524,20160310053513,300007540,7510,26244713,1,0,56,930022,1,1,9017227,20160311175528,20160311175528,6408,0,19700101010101
18356511403,0,9524,20160310053615,300007540,7510,15472000,1,0,56,930022,1,1,9017227,20160311175528,20160311175528,6408,0,19700101010101
18356591476,185,9524,20160310053705,300007540,7510,12666004,7,0,56,930022,0,1,90922255,20160311175528,20160311175528,6408,0,19700101010101
18354229111,0,7704,20160310053756,300009005,7510,42853563,1,0,56,930054,15,15,9013387,20160311173614,20160311173614,4616,0,19700101010101
18354244084,0,7704,20160310053758,300009005,7510,74119890,1,0,56,930054,15,15,9013387,20160311173614,20160311173614,4616,0,19700101010101
18354233341,0,7704,20160310053901,300009005,7511,12921587,1,0,56,930054,14,14,9013387,20160311173614,20160311173614,4616,0,19700101010101
18354235737,6,80923,20160310054029,400001913,7510,998792,1,0,56,930054,14,11,9013387,20160311173614,20160311173614,4616,0,20160310054201
18354222275,0,7704,20160310054208,300009005,7510,1485807,1,0,56,930054,14,14,9013387,20160311173614,20160311173614,4616,0,19700101010101
18354229268,0,7704,20160310054209,300009005,7510,35617696,1,0,56,930054,14,14,9013387,20160311173614,20160311173614,4616,0,19700101010101
