BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18356850633,6,37334,20160310000411,18764,7510,45463133,1,128,121,98023,2,1,9017083,20160311180045,20160311180045,4616,0,20160309234701
18356842614,6,37335,20160310000422,18764,7510,13214428,1,0,121,98023,2,1,9017083,20160311180045,20160311180045,4616,0,20160309233701
18356828171,6,37336,20160310000517,18764,7510,19476155,1,0,121,98023,2,1,9017083,20160311180045,20160311180045,4616,0,20160309235301
18822664445,0,7879,20160310000530,300025836,7510,34633272,1,128,121,98022,13,13,9003109,20160408180031,20160408180031,2312,0,19700101010101
18357725576,0,7879,20160310000530,300025836,7510,34633272,1,128,121,98022,13,13,9003109,20160311180552,20160311180552,1032,0,19700101010101
18357749910,0,7879,20160310000530,300025836,7510,34633272,1,128,121,98022,13,13,9003109,20160311180552,20160311180552,2312,0,19700101010101
18822665305,0,2586,20160310000544,20074,7510,78705076,1,128,121,98019,1,1,9003152,20160408180031,20160408180031,2312,0,19700101010101
18357758439,0,2586,20160310000544,20074,7510,78705076,1,128,121,98019,1,1,9003152,20160311180552,20160311180552,2312,0,19700101010101
18357681676,0,2586,20160310000544,20074,7510,78705076,1,128,121,98019,1,1,9003152,20160311180552,20160311180552,1032,0,19700101010101
18356824437,6,3404,20160310000553,300025958,7510,43155632,1,128,121,98023,2,1,9017083,20160311180045,20160311180045,4616,0,20160309235401
18357725914,0,7879,20160310000644,300025836,7510,49866668,1,128,121,98022,12,12,9003109,20160311180552,20160311180552,1032,0,19700101010101
18357759066,0,7879,20160310000644,300025836,7510,49866668,1,128,121,98022,12,12,9003109,20160311180552,20160311180552,2312,0,19700101010101
18822657662,0,7879,20160310000644,300025836,7510,49866668,1,128,121,98022,12,12,9003109,20160408180031,20160408180031,2312,0,19700101010101
18357757352,0,7879,20160310000753,300025836,7510,74387213,1,128,121,98022,12,12,9003109,20160311180552,20160311180552,2312,0,19700101010101
