BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18350797269,0,4173,20160310054059,700002088,7510,72839254,1,5,85,470561,4,4,4004118,20160311170645,20160311170645,2053,0,19700101010101
18351593650,0,4173,20160310054612,700002088,7510,39759734,1,5,85,470561,6,6,4004118,20160311171138,20160311171138,5014,0,19700101010101
18361219220,6,68247,20160310054841,10020000221,7510,72839254,1,5,85,470561,4,7,4004118,20160311183408,20160311183408,5892,0,20160310054001
18351896294,6,4174,20160310055157,700002088,7510,39759734,1,5,85,470561,6,8,4004118,20160311171657,20160311171657,5380,0,20160310054601
18359670627,0,4174,20160310055405,700002088,7510,79812688,1,5,85,470561,9,9,4004118,20160311182415,20160311182415,773,0,19700101010101
18355917936,6,68248,20160310055651,10020000221,7510,79812688,1,5,85,470561,9,9,4004118,20160311175021,20160311175021,5381,0,20160310055401
18365644986,0,4504,20160310055837,200003088,7510,26520461,1,5,85,470563,1,1,4004242,20160311191834,20160311191834,2052,0,19700101010101
18365652974,185,4505,20160310055846,200003088,7510,12679311,7,0,85,470563,0,1,4004242,20160311191834,20160311191834,2052,0,19700101010101
18361268237,6,74669,20160310060128,300000457,7510,26520461,1,0,85,470563,1,1,4004242,20160311183913,20160311183913,913,0,20160310055801
18361273961,0,4505,20160310060235,200003088,7510,50382717,1,5,85,470563,1,1,4004242,20160311183913,20160311183913,913,0,19700101010101
18355730649,185,4506,20160310060340,200003088,7510,12521576,7,0,85,470563,0,1,4004242,20160311175021,20160311175021,5892,0,19700101010101
18355714760,6,74670,20160310060445,300000457,7510,50382717,1,5,85,470563,1,1,4004271,20160311175021,20160311175021,5892,0,20160310060201
18355720716,0,4174,20160310060446,700002088,7510,39827565,1,5,85,470561,14,14,4004118,20160311175021,20160311175021,5892,0,19700101010101
18355714901,0,4174,20160310060448,700002088,7510,4717053,1,5,85,470561,14,14,4004118,20160311175021,20160311175021,5892,0,19700101010101
18360208797,0,4174,20160310060449,700002088,7510,68447033,1,5,85,470561,14,14,4004118,20160311182911,20160311182911,913,0,19700101010101
18360216589,0,4174,20160310060609,700002088,7510,78956855,1,5,85,470561,13,13,4004118,20160311182911,20160311182911,913,0,19700101010101
18359797880,0,2870,20160310060822,500001683,7511,16031957,1,5,85,470581,1,1,4004221,20160311182415,20160311182415,1798,0,19700101010101
18359814338,0,2870,20160310060824,500001683,7510,51078937,1,5,85,470581,1,1,4004221,20160311182415,20160311182415,1798,0,19700101010101
18352043856,6,68249,20160310061107,10020000221,7510,78956855,1,5,85,470561,13,11,4004118,20160311171657,20160311171657,4612,0,20160310060601
18352164946,6,68250,20160310061123,10020000221,7510,39827565,1,5,85,470561,14,11,4004118,20160311171657,20160311171657,4612,0,20160310060401
18360049293,0,4174,20160310061211,700002088,7510,78553274,1,5,85,470561,11,11,4004118,20160311182415,20160311182415,258,0,19700101010101
18360045218,0,4174,20160310061214,700002088,7511,11271783,1,5,85,470561,11,11,4004118,20160311182415,20160311182415,258,0,19700101010101
18360046694,0,4174,20160310061219,700002088,7510,33757538,1,5,85,470561,11,11,4004118,20160311182415,20160311182415,258,0,19700101010101
18360021671,6,68251,20160310061221,10020000221,7511,11271783,1,5,85,470561,11,11,4004118,20160311182415,20160311182415,258,0,20160310061201
18351988721,6,68252,20160310061303,10020000221,7510,68447033,1,5,85,470561,14,10,4004118,20160311171657,20160311171657,4753,0,20160310060401
18359799499,0,2870,20160310061307,500001683,7510,62924345,19,5,85,470581,2,2,4004221,20160311182415,20160311182415,1798,0,19700101010101
18359801390,0,2870,20160310061308,500001683,7510,44377467,1,5,85,470581,2,2,4004221,20160311182415,20160311182415,1798,0,19700101010101
18351993343,6,68253,20160310061315,10020000221,7510,4717053,1,0,85,470561,14,10,4004118,20160311171657,20160311171657,4753,0,20160310060401
18351994698,6,68254,20160310061329,10020000221,7510,78553274,1,5,85,470561,11,10,4004118,20160311171657,20160311171657,4753,0,20160310061201
18359732072,0,2870,20160310061400,500001683,7510,70371138,6,5,85,470581,2,2,4004221,20160311182415,20160311182415,1798,0,19700101010101
18360005462,0,2870,20160310061401,500001683,7510,5852420,1,5,85,470581,2,2,4004221,20160311182415,20160311182415,401,0,19700101010101
18360052772,0,2870,20160310061521,500001683,7510,25948199,1,5,85,470581,2,2,4004221,20160311182415,20160311182415,401,0,19700101010101
18360063691,0,2870,20160310061627,500001683,7510,74859235,1,5,85,470581,2,2,4004221,20160311182415,20160311182415,401,0,19700101010101
18351816876,0,2042,20160310061714,10020001259,7510,89247079,1,5,85,470565,1,1,4004248,20160311171657,20160311171657,1281,0,19700101010101
18360579568,0,2042,20160310061715,10020001259,7511,18543308,1,5,85,470565,1,1,4004248,20160311183408,20160311183408,1284,0,19700101010101
18360587278,0,2042,20160310061717,10020001259,7511,19614592,1,5,85,470565,1,1,4004248,20160311183408,20160311183408,1284,0,19700101010101
18360577562,0,4506,20160310061808,200003088,7510,7121095,1,5,85,470563,14,14,4004271,20160311183408,20160311183408,1284,0,19700101010101
18360578964,6,68255,20160310061811,10020000221,7510,33757538,1,5,85,470561,11,9,4004118,20160311183408,20160311183408,1284,0,20160310061201
18360594764,0,2042,20160310061831,10020001259,7510,13424767,1,5,85,470565,2,2,4004248,20160311183408,20160311183408,1284,0,19700101010101
18365323375,6,43800,20160310061832,300012618,7510,44377467,1,5,85,470581,2,2,4004221,20160311191834,20160311191834,2053,0,20160310061301
18365312127,6,43801,20160310061843,300012618,7510,51078937,1,5,85,470581,1,2,4004221,20160311191834,20160311191834,2053,0,20160310060801
18365321053,6,43802,20160310061902,300012618,7510,5852420,1,0,85,470581,2,2,4004221,20160311191834,20160311191834,2053,0,20160310061401
18360148127,0,4506,20160310061902,200003088,7510,51702224,1,5,85,470563,13,13,4004271,20160311182911,20160311182911,1794,0,19700101010101
18350618490,6,43803,20160310061905,300012618,7510,74859235,1,5,85,470581,2,2,4004221,20160311170645,20160311170645,1796,0,20160310061601
18350621257,6,43804,20160310061939,300012618,7511,16031957,1,5,85,470581,1,2,4004221,20160311170645,20160311170645,1796,0,20160310060801
18360224441,0,4506,20160310061959,200003088,7510,49686193,1,5,85,470563,13,13,4004271,20160311182911,20160311182911,1026,0,19700101010101
18350606548,6,43805,20160310062027,300012618,7510,25948199,1,0,85,470581,2,3,4004221,20160311170645,20160311170645,1796,0,20160310061501
18360224438,0,4174,20160310062056,700002088,7510,2532332,1,5,85,470561,8,8,4004118,20160311182911,20160311182911,1026,0,19700101010101
18359813668,0,4506,20160310062135,200003088,7510,80276878,1,5,85,470563,11,11,4004271,20160311182415,20160311182415,2449,0,19700101010101
18359796389,6,68256,20160310062152,10020000221,7510,2532332,1,0,85,470561,8,7,4004118,20160311182415,20160311182415,2449,0,20160310062001
18359811627,0,4174,20160310062236,700002088,7510,51338875,1,5,85,470561,7,7,4004118,20160311182415,20160311182415,2449,0,19700101010101
18351742909,0,2042,20160310062247,10020001259,7510,36605955,19,5,85,470565,4,4,4004248,20160311171657,20160311171657,5381,0,19700101010101
18351718154,0,2042,20160310062250,10020001259,7510,67721204,1,5,85,470565,4,4,4004248,20160311171657,20160311171657,5381,0,19700101010101
18351716814,0,4506,20160310062313,200003088,7510,1092565,1,5,85,470563,11,11,4004271,20160311171657,20160311171657,5381,0,19700101010101
18360005524,0,2870,20160310062328,500001683,7510,13584213,1,5,85,470581,3,3,4004221,20160311182415,20160311182415,401,0,19700101010101
18360007956,0,2870,20160310062330,500001683,7510,7369783,1,5,85,470581,3,3,4004221,20160311182415,20160311182415,401,0,19700101010101
18360008721,0,2870,20160310062332,500001683,7510,1099460,1,5,85,470581,3,3,4004221,20160311182415,20160311182415,401,0,19700101010101
18360063602,0,2870,20160310062334,500001683,7510,1204962,1,5,85,470581,3,3,4004221,20160311182415,20160311182415,401,0,19700101010101
18351732898,0,4174,20160310062337,700002088,7511,12850519,1,5,85,470561,7,7,4004118,20160311171657,20160311171657,5381,0,19700101010101
18351737572,6,68257,20160310062340,10020000221,7510,51338875,1,5,85,470561,7,7,4004118,20160311171657,20160311171657,5381,0,20160310062201
18350615731,6,43806,20160310062342,300012618,7510,1204962,1,0,85,470581,3,4,4004221,20160311170645,20160311170645,1796,0,20160310062301
18365532713,6,68258,20160310062344,10020000221,7511,12850519,1,5,85,470561,7,6,4004118,20160311191834,20160311191834,913,0,20160310062301
18365468909,0,4506,20160310062428,200003088,7511,11365948,1,5,85,470563,11,11,4004271,20160311191834,20160311191834,913,0,19700101010101
18365474948,0,4506,20160310062430,200003088,7510,38672932,18,5,85,470563,11,11,4004271,20160311191834,20160311191834,913,0,19700101010101
18365476927,6,74671,20160310062434,300000457,7511,11365948,1,5,85,470563,11,11,4004271,20160311191834,20160311191834,913,0,20160310062401
18365471584,0,2042,20160310062505,10020001259,7510,37677188,18,5,85,470565,5,5,4004248,20160311191834,20160311191834,913,0,19700101010101
