BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,DRIVER_CODE,CREATEDATE,UPDATEDATE,BUS_GROUP_CODE,POS_CODE,UP_TIME
18352211497,0,4666,20160310035854,100003067,7511,19061029,1,6,332,440617,1,1,4011967,20160311171657,20160311171657,4612,0,19700101010101
18352159799,0,4666,20160310035857,100003067,7510,8509197,18,6,332,440617,1,1,4011967,20160311171657,20160311171657,4612,0,19700101010101
18352214511,0,4666,20160310035858,100003067,7510,82177856,1,6,332,440617,1,1,4011967,20160311171657,20160311171657,4612,0,19700101010101
18360118070,0,3723,20160310040027,500001654,7510,88250843,1,6,332,440616,1,1,4011981,20160311182911,20160311182911,1794,0,19700101010101
18360152189,0,4617,20160310040029,700001971,7510,80264494,1,6,332,440616,1,1,4012080,20160311182911,20160311182911,1794,0,19700101010101
18352008245,0,3858,20160310040244,10000011411,7510,34008423,1,6,332,440617,3,3,4011967,20160311171657,20160311171657,4753,0,19700101010101
18351748908,0,3858,20160310040427,10000011411,7511,17271809,1,6,332,440617,3,3,4011967,20160311171657,20160311171657,657,0,19700101010101
18360147937,0,3858,20160310040740,10000011411,7510,36857681,1,6,332,440617,4,4,4011967,20160311182911,20160311182911,1794,0,19700101010101
18360118330,0,3858,20160310040744,10000011411,7510,81476453,1,6,332,440617,4,4,4011967,20160311182911,20160311182911,1794,0,19700101010101
18359932305,6,3724,20160310041038,500001654,7510,80264494,1,6,332,440616,1,1,4011981,20160311182415,20160311182415,2449,0,20160310040001
18350380240,6,11536,20160310041456,300005132,7510,34008423,1,6,332,440617,3,6,4011967,20160311170108,20160311170108,1282,0,20160310040201
18365325566,6,26052,20160310041555,200000275,7511,19061029,1,6,332,440617,1,7,4011967,20160311191834,20160311191834,4097,0,20160310035801
18350385298,6,11537,20160310041801,300005132,7510,81476453,1,6,332,440617,4,7,4011967,20160311170108,20160311170108,1282,0,20160310040701
18350092722,0,3858,20160310042119,10000011411,7510,38471451,18,6,332,440617,8,8,4011967,20160311170108,20160311170108,516,0,19700101010101
18352918509,0,4666,20160310042122,100003067,7510,54228458,1,6,332,440617,8,8,4011967,20160311172642,20160311172642,401,0,19700101010101
18350543126,0,11537,20160310042440,300005132,7510,27577376,1,6,332,440617,9,9,4011967,20160311170645,20160311170645,4612,0,19700101010101
18350528409,0,11537,20160310042442,300005132,7510,4690223,1,6,332,440617,9,9,4011967,20160311170645,20160311170645,4612,0,19700101010101
18350526463,0,11537,20160310042444,300005132,7511,18463297,1,6,332,440617,9,9,4011967,20160311170645,20160311170645,4612,0,19700101010101
18350092076,6,3859,20160310042732,10000011411,7511,17271809,1,6,332,440617,3,10,4011967,20160311170108,20160311170108,516,0,20160310040401
18360041335,0,26052,20160310042838,200000275,7510,51057006,1,6,332,440617,10,10,4011967,20160311182415,20160311182415,1542,0,19700101010101
18360034323,0,26052,20160310042840,200000275,7510,75178838,1,6,332,440617,10,10,4011967,20160311182415,20160311182415,1542,0,19700101010101
18350157409,0,3859,20160310042840,10000011411,7510,65066101,1,6,332,440617,10,10,4011967,20160311170108,20160311170108,516,0,19700101010101
18360034482,6,26053,20160310043129,200000275,7510,4690223,1,0,332,440617,9,11,4011967,20160311182415,20160311182415,1542,0,20160310042401
18359978988,6,26054,20160310043139,200000275,7511,18463297,1,6,332,440617,9,13,4011967,20160311182415,20160311182415,1542,0,20160310042401
18350527976,6,11538,20160310043144,300005132,7510,27577376,1,0,332,440617,9,12,4011967,20160311170645,20160311170645,4612,0,20160310042401
18350164668,0,3859,20160310043347,10000011411,7510,48924555,1,6,332,440617,12,12,4011967,20160311170108,20160311170108,516,0,19700101010101
18350532476,6,11539,20160310043443,300005132,7510,36857681,1,6,332,440617,4,13,4011967,20160311170645,20160311170645,4612,0,20160310040701
18352919132,0,4666,20160310043516,100003067,7510,54606479,1,6,332,440617,13,13,4011967,20160311172642,20160311172642,401,0,19700101010101
18352916748,0,4666,20160310043710,100003067,7511,14665743,1,6,332,440617,13,13,4011967,20160311172642,20160311172642,401,0,19700101010101
18352916633,0,4666,20160310043711,100003067,7510,42308899,18,6,332,440617,13,13,4011967,20160311172642,20160311172642,401,0,19700101010101
18359988164,6,26055,20160310044020,200000275,7510,75178838,1,6,332,440617,10,16,4011967,20160311182415,20160311182415,1542,0,20160310042801
18359987033,6,26056,20160310044038,200000275,7510,51057006,1,6,332,440617,10,16,4011967,20160311182415,20160311182415,1542,0,20160310042801
18350161979,0,3859,20160310044252,10000011411,7510,5854350,1,6,332,440617,16,16,4011967,20160311170108,20160311170108,516,0,19700101010101
18359983372,6,26057,20160310044534,200000275,7510,42308899,18,6,332,440617,13,16,4011967,20160311182415,20160311182415,1542,0,20160310043701
18350532969,6,11540,20160310044556,300005132,7510,48924555,1,6,332,440617,12,16,4011967,20160311170645,20160311170645,4612,0,20160310043301
18360031267,6,26058,20160310044844,200000275,7510,82177856,1,6,332,440617,1,16,4011967,20160311182415,20160311182415,1542,0,20160310035801
18359981820,6,26059,20160310044901,200000275,7510,8509197,18,0,332,440617,1,16,4011967,20160311182415,20160311182415,1542,0,20160310035801
18359983458,6,26060,20160310045210,200000275,7510,54606479,1,6,332,440617,13,19,4011967,20160311182415,20160311182415,1542,0,20160310043501
18359985881,6,26061,20160310045301,200000275,7510,54228458,1,6,332,440617,8,19,4011967,20160311182415,20160311182415,1542,0,20160310042101
18359987518,6,26062,20160310045308,200000275,7510,38471451,18,6,332,440617,8,19,4011967,20160311182415,20160311182415,1542,0,20160310042101
18350542097,6,11541,20160310045323,300005132,7510,5854350,1,0,332,440617,16,19,4011967,20160311170645,20160311170645,4612,0,20160310044201
18360839603,6,11542,20160310045326,300005132,7510,65066101,1,6,332,440617,10,19,4011967,20160311183408,20160311183408,4097,0,20160310042801
18350647061,0,3859,20160310045817,10000011411,7510,81020199,1,6,332,440617,20,20,4011967,20160311170645,20160311170645,4097,0,19700101010101
18350632960,6,3860,20160310050418,10000011411,7510,81020199,1,6,332,440617,20,21,4011967,20160311170645,20160311170645,4097,0,20160310045801
18352906775,6,4667,20160310050420,100003067,7511,14665743,1,6,332,440617,13,21,4011967,20160311172642,20160311172642,401,0,20160310043701
18350630141,0,3860,20160310051042,10000011411,7510,6533565,1,6,332,440617,22,22,4011967,20160311170645,20160311170645,4097,0,19700101010101
18350653260,0,3860,20160310051043,10000011411,7510,24763701,1,6,332,440617,22,22,4011967,20160311170645,20160311170645,4097,0,19700101010101
18352909154,0,4667,20160310051044,100003067,7510,37814773,18,6,332,440617,22,22,4011967,20160311172642,20160311172642,401,0,19700101010101
18352910390,0,4667,20160310051313,100003067,7510,24936748,1,6,332,440617,21,21,4011967,20160311172642,20160311172642,401,0,19700101010101
