BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,BUSINESS_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,BUS_GROUP_CODE,POS_CODE,UP_TIME
18400270337,0,10351,20160311052554,300014709,7510,44822114,1,1,334,610110,16,16,2310,0,19700101010101
18369391092,0,10351,20160311052554,300014709,7510,44822114,1,1,334,610110,16,16,2310,0,19700101010101
18369396121,0,10351,20160311052555,300014709,7511,15084906,1,1,334,610110,16,16,2310,0,19700101010101
18400211939,0,10351,20160311052555,300014709,7511,15084906,1,1,334,610110,16,16,2310,0,19700101010101
18369388445,0,10351,20160311052709,300014709,7510,10223745,1,1,334,610110,18,18,2310,0,19700101010101
18400267291,0,10351,20160311052709,300014709,7510,10223745,1,1,334,610110,18,18,2310,0,19700101010101
18369386027,0,10351,20160311052710,300014709,7510,45714311,1,1,334,610110,18,18,2310,0,19700101010101
18400265207,0,10351,20160311052710,300014709,7510,45714311,1,1,334,610110,18,18,2310,0,19700101010101
18400269750,0,10351,20160311052713,300014709,7510,75404367,1,1,334,610110,18,18,2310,0,19700101010101
18369390505,0,10351,20160311052713,300014709,7510,75404367,1,1,334,610110,18,18,2310,0,19700101010101
18400267574,0,10351,20160311052715,300014709,7510,15500984,1,1,334,610110,18,18,2310,0,19700101010101
18369388515,0,10351,20160311052715,300014709,7510,15500984,1,1,334,610110,18,18,2310,0,19700101010101
18400268032,0,10351,20160311052825,300014709,7511,15074690,1,1,334,610110,18,18,2310,0,19700101010101
18369389046,0,10351,20160311052825,300014709,7511,15074690,1,1,334,610110,18,18,2310,0,19700101010101
18400274282,0,10351,20160311052827,300014709,7510,66790370,19,1,334,610110,18,18,2310,0,19700101010101
18369394173,0,10351,20160311052827,300014709,7510,66790370,19,1,334,610110,18,18,2310,0,19700101010101
18369396861,0,10351,20160311052832,300014709,7511,13455488,1,1,334,610110,18,18,2310,0,19700101010101
18400212537,0,10351,20160311052832,300014709,7511,13455488,1,1,334,610110,18,18,2310,0,19700101010101
18369392934,0,10351,20160311052839,300014709,7511,11678476,1,1,334,610110,15,15,2310,0,19700101010101
18400272142,0,10351,20160311052839,300014709,7511,11678476,1,1,334,610110,15,15,2310,0,19700101010101
18400274551,0,10351,20160311052840,300014709,7511,11268183,1,1,334,610110,15,15,2310,0,19700101010101
18369394935,0,10351,20160311052840,300014709,7511,11268183,1,1,334,610110,15,15,2310,0,19700101010101
18400644456,0,13263,20160311052857,300014741,7510,7133195,1,1,334,610104,1,1,2310,0,19700101010101
18369756427,0,13263,20160311052857,300014741,7510,7133195,1,1,334,610104,1,1,2310,0,19700101010101
18369392475,0,10351,20160311052940,300014709,7510,88037357,1,1,334,610110,15,15,2310,0,19700101010101
18400268656,0,10351,20160311052940,300014709,7510,88037357,1,1,334,610110,15,15,2310,0,19700101010101
18369397440,0,10351,20160311052943,300014709,7510,66713491,1,1,334,610110,15,15,2310,0,19700101010101
18400212647,0,10351,20160311052943,300014709,7510,66713491,1,1,334,610110,15,15,2310,0,19700101010101
18369383641,6,99865,20160311052953,300014685,7511,15084906,1,1,334,610110,16,15,2310,0,20160311052501
18400263550,6,99865,20160311052953,300014685,7511,15084906,1,1,334,610110,16,15,2310,0,20160311052501
18369381282,0,10351,20160311053232,300014709,7510,83966066,1,1,334,610110,14,14,2310,0,19700101010101
18400259727,0,10351,20160311053232,300014709,7510,83966066,1,1,334,610110,14,14,2310,0,19700101010101
18369398242,0,10351,20160311053233,300014709,7510,54082555,1,1,334,610110,14,14,2310,0,19700101010101
18400210538,0,10351,20160311053233,300014709,7510,54082555,1,1,334,610110,14,14,2310,0,19700101010101
18369388369,0,10351,20160311053512,300014709,7510,5640409,1,1,334,610110,13,13,2310,0,19700101010101
18400267434,0,10351,20160311053512,300014709,7510,5640409,1,1,334,610110,13,13,2310,0,19700101010101
18369379339,0,10351,20160311053518,300014709,7510,726583,1,1,334,610110,13,13,2310,0,19700101010101
18400258013,0,10351,20160311053518,300014709,7510,726583,1,1,334,610110,13,13,2310,0,19700101010101
18369391336,6,99866,20160311053539,300014685,7510,54082555,1,1,334,610110,14,13,2310,0,20160311053201
18400271421,6,99866,20160311053539,300014685,7510,54082555,1,1,334,610110,14,13,2310,0,20160311053201
18400213029,6,99867,20160311053550,300014685,7511,15074690,1,1,334,610110,18,13,2310,0,20160311052801
18369397833,6,99867,20160311053550,300014685,7511,15074690,1,1,334,610110,18,13,2310,0,20160311052801
18369392538,6,99868,20160311053607,300014685,7510,15500984,1,0,334,610110,18,13,2310,0,20160311052701
18400271739,6,99868,20160311053607,300014685,7510,15500984,1,0,334,610110,18,13,2310,0,20160311052701
18400210031,0,10351,20160311053649,300014709,7510,26091187,1,1,334,610110,11,11,2310,0,19700101010101
18369397295,0,10351,20160311053649,300014709,7510,26091187,1,1,334,610110,11,11,2310,0,19700101010101
18400640801,0,13263,20160311053758,300014741,7510,52464628,1,1,334,610104,4,4,2310,0,19700101010101
18369745051,0,13263,20160311053758,300014741,7510,52464628,1,1,334,610104,4,4,2310,0,19700101010101
18400609029,0,13263,20160311054047,300014741,7510,45217647,1,1,334,610104,5,5,2310,0,19700101010101
18369763200,0,13263,20160311054047,300014741,7510,45217647,1,1,334,610104,5,5,2310,0,19700101010101
18401055870,0,12125,20160311054048,300014752,7510,71757292,1,1,334,610116,18,18,2310,0,19700101010101
18370166268,0,12125,20160311054048,300014752,7510,71757292,1,1,334,610116,18,18,2310,0,19700101010101
18400643914,0,13263,20160311054049,300014741,7510,52421406,1,1,334,610104,5,5,2310,0,19700101010101
18369749724,0,13263,20160311054049,300014741,7510,52421406,1,1,334,610104,5,5,2310,0,19700101010101
18400639969,0,13263,20160311054213,300014741,7510,79284333,1,1,334,610104,6,6,2310,0,19700101010101
18369749611,0,13263,20160311054213,300014741,7510,79284333,1,1,334,610104,6,6,2310,0,19700101010101
18370136665,0,12125,20160311054414,300014752,7510,54609365,1,1,334,610116,16,16,2310,0,19700101010101
18401057705,0,12125,20160311054414,300014752,7510,54609365,1,1,334,610116,16,16,2310,0,19700101010101
18400265316,0,10351,20160311054602,300014709,7511,19640420,1,1,334,610110,10,10,2310,0,19700101010101
18369383767,0,10351,20160311054602,300014709,7511,19640420,1,1,334,610110,10,10,2310,0,19700101010101
18400261266,6,99870,20160311054604,300014685,7510,66790370,19,1,334,610110,18,10,2310,0,20160311052801
18369382557,6,99870,20160311054604,300014685,7510,66790370,19,1,334,610110,18,10,2310,0,20160311052801
18400268866,0,10351,20160311054604,300014709,7511,15056606,1,1,334,610110,10,10,2310,0,19700101010101
18369392354,0,10351,20160311054604,300014709,7511,15056606,1,1,334,610110,10,10,2310,0,19700101010101
18369377467,6,99871,20160311054611,300014685,7510,88037357,1,1,334,610110,15,10,2310,0,20160311052901
18400257361,6,99871,20160311054611,300014685,7510,88037357,1,1,334,610110,15,10,2310,0,20160311052901
18369390109,0,10351,20160311054701,300014709,7510,30442974,1,1,334,610110,9,9,2310,0,19700101010101
18400269356,0,10351,20160311054701,300014709,7510,30442974,1,1,334,610110,9,9,2310,0,19700101010101
18400261163,0,10351,20160311054702,300014709,7510,60499990,1,1,334,610110,9,9,2310,0,19700101010101
18369381823,0,10351,20160311054702,300014709,7510,60499990,1,1,334,610110,9,9,2310,0,19700101010101
18400266711,0,10351,20160311054704,300014709,7510,86357960,1,1,334,610110,9,9,2310,0,19700101010101
18369386842,0,10351,20160311054704,300014709,7510,86357960,1,1,334,610110,9,9,2310,0,19700101010101
18369385937,0,10351,20160311054706,300014709,7510,74314079,1,1,334,610110,9,9,2310,0,19700101010101
18400265283,0,10351,20160311054706,300014709,7510,74314079,1,1,334,610110,9,9,2310,0,19700101010101
18400256701,6,99872,20160311054749,300014685,7510,44822114,1,1,334,610110,16,9,2310,0,20160311052501
18369377694,6,99872,20160311054749,300014685,7510,44822114,1,1,334,610110,16,9,2310,0,20160311052501
18369760688,0,13263,20160311054852,300014741,7510,49650717,1,1,334,610104,6,6,2310,0,19700101010101
18400619852,0,13263,20160311054852,300014741,7510,49650717,1,1,334,610104,6,6,2310,0,19700101010101
18400271810,6,99873,20160311054901,300014685,7511,15056606,1,1,334,610110,10,8,2310,0,20160311054601
18369395264,6,99873,20160311054901,300014685,7511,15056606,1,1,334,610110,10,8,2310,0,20160311054601
18369386486,6,99874,20160311054908,300014685,7511,19640420,1,1,334,610110,10,8,2310,0,20160311054601
18400266017,6,99874,20160311054908,300014685,7511,19640420,1,1,334,610110,10,8,2310,0,20160311054601
18400266114,0,10351,20160311054914,300014709,7510,74159243,1,1,334,610110,8,8,2310,0,19700101010101
18369387268,0,10351,20160311054914,300014709,7510,74159243,1,1,334,610110,8,8,2310,0,19700101010101
18400262675,0,10351,20160311054915,300014709,7510,22317929,1,1,334,610110,8,8,2310,0,19700101010101
18369384380,0,10351,20160311054915,300014709,7510,22317929,1,1,334,610110,8,8,2310,0,19700101010101
18369390569,0,10351,20160311054916,300014709,7510,42026766,18,1,334,610110,8,8,2310,0,19700101010101
18400270658,0,10351,20160311054916,300014709,7510,42026766,18,1,334,610110,8,8,2310,0,19700101010101
18400212287,0,10351,20160311054917,300014709,7510,51985812,1,1,334,610110,8,8,2310,0,19700101010101
18369396936,0,10351,20160311054917,300014709,7510,51985812,1,1,334,610110,8,8,2310,0,19700101010101
18369390070,0,10351,20160311054919,300014709,7510,74345931,1,1,334,610110,8,8,2310,0,19700101010101
18400262929,0,10351,20160311054919,300014709,7510,74345931,1,1,334,610110,8,8,2310,0,19700101010101
18369379724,0,10351,20160311054920,300014709,7510,54425838,1,1,334,610110,8,8,2310,0,19700101010101
18400258397,0,10351,20160311054920,300014709,7510,54425838,1,1,334,610110,8,8,2310,0,19700101010101
18369379225,0,13964,20160311054932,300014760,7510,69491398,1,1,334,610112,15,15,2310,0,19700101010101
18400258075,0,13964,20160311054932,300014760,7510,69491398,1,1,334,610112,15,15,2310,0,19700101010101
18400269445,6,99875,20160311055005,300014685,7510,726583,1,0,334,610110,13,8,2310,0,20160311053501
18369390006,6,99875,20160311055005,300014685,7510,726583,1,0,334,610110,13,8,2310,0,20160311053501
18401047970,0,12125,20160311055009,300014752,7510,83441359,1,1,334,610116,14,14,2310,0,19700101010101
