BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,VAL_FLAG,BL_COMP_CODE,RUN_COMP_CODE,LOW_COMP_CODE,BUS_GROUP_CODE,GET_POINT_CODE,POS_CODE,UP_TIME
18317728871,0,6726,20160308054907,14332,10126429,1,4,73,430410,1,1,,75100400,0,0,1937,0,0,19700101010101
18317756792,0,6726,20160308054909,14332,53486136,1,4,73,430410,1,1,,75100400,0,0,1937,0,0,19700101010101
18317776776,6,104457,20160308055628,100001211,53486136,1,4,73,430410,1,1,,75100400,0,0,401,0,0,20160308054901
18318283130,0,4552,20160308060155,100000220,81944365,1,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18332942835,6,104458,20160308060206,100001211,10126429,1,0,73,430410,1,1,,75100100,0,0,1282,0,0,20160308054901
18318274532,0,4552,20160308060430,100000220,79486716,1,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18318274955,0,4552,20160308060432,100000220,30921286,1,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18318235140,0,4552,20160308060433,100000220,53252999,1,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18318231146,0,4552,20160308060439,100000220,81338407,1,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18318062583,6,75318,20160308060632,300003077,81944365,1,4,73,430417,1,1,,75100400,0,0,772,0,0,20160308060101
18317268359,0,6726,20160308060958,14332,47056939,1,4,73,430410,1,1,,75100400,0,0,1937,0,0,19700101010101
18317269594,185,6727,20160308061000,14332,12679970,7,0,73,430410,0,1,,75100400,0,0,1937,0,0,19700101010101
18318285060,0,4552,20160308061034,100000220,89700620,1,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18326356985,0,4387,20160308061113,300000832,13162149,1,4,73,430418,3,3,,75101300,0,0,401,0,0,19700101010101
18318060271,6,75319,20160308061229,300003077,81338407,1,4,73,430417,1,1,,75100400,0,0,772,0,0,20160308060401
18317225199,0,2,20160308061235,500000827,12134896,6,0,73,430419,1,1,,75100400,0,0,772,0,0,19700101010101
18318949874,0,4387,20160308061314,300000832,23329596,1,4,73,430418,4,4,,75100500,0,0,769,0,0,19700101010101
18318059212,6,75320,20160308061332,300003077,79486716,1,4,73,430417,1,1,,75100400,0,0,772,0,0,20160308060401
18319048520,0,4387,20160308061412,300000832,51996610,1,4,73,430418,4,4,,75100500,0,0,769,0,0,19700101010101
18318054789,6,75321,20160308061421,300003077,89700620,1,4,73,430417,1,1,,75100400,0,0,772,0,0,20160308061001
18318053658,6,75322,20160308061444,300003077,53252999,1,4,73,430417,1,1,,75100400,0,0,772,0,0,20160308060401
18318060973,6,75323,20160308061445,300003077,30921286,1,4,73,430417,1,1,,75100400,0,0,772,0,0,20160308060401
18328396616,6,53523,20160308061458,100006059,23329596,1,0,73,430418,4,5,,75101400,0,0,4614,0,0,20160308061301
18328398817,0,6319,20160308061511,300005418,37584079,18,4,73,430408,1,1,,75101400,0,0,4614,0,0,19700101010101
18316903875,6,104459,20160308061557,100001211,47056939,1,4,73,430410,1,1,,75100400,0,0,1425,0,0,20160308060901
18317692599,6,20,20160308061713,100001578,12134896,6,0,73,430419,1,1,,75100400,0,0,772,0,0,20160308061201
18316951090,0,5996,20160308061907,300006533,51077124,1,4,73,430414,9,9,,75100400,0,0,772,0,0,19700101010101
18317976156,6,53524,20160308061927,100006059,13162149,1,0,73,430418,3,6,,75100400,0,0,2049,0,0,20160308061101
18318032175,0,6319,20160308061928,300005418,60001281,1,4,73,430408,1,1,,75100400,0,0,2049,0,0,19700101010101
18317977146,0,6319,20160308061932,300005418,65581039,1,4,73,430408,1,1,,75100400,0,0,2049,0,0,19700101010101
18318026451,0,4387,20160308062029,300000832,18832288,1,4,73,430418,6,6,,75100400,0,0,2049,0,0,19700101010101
18326559987,0,4387,20160308062030,300000832,53568546,1,4,73,430418,6,6,,75101300,0,0,516,0,0,19700101010101
18316957991,6,103035,20160308062031,700001774,51077124,1,4,73,430414,9,9,,75100400,0,0,772,0,0,20160308061901
18326570448,0,4387,20160308062033,300000832,88314925,1,4,73,430418,6,6,,75101300,0,0,516,0,0,19700101010101
18326558232,0,4387,20160308062035,300000832,47060900,1,4,73,430418,6,6,,75101300,0,0,516,0,0,19700101010101
18326571936,6,103898,20160308062100,20783,60001281,1,4,73,430408,1,3,,75101300,0,0,516,0,0,20160308061901
18318279009,0,4552,20160308062140,100000220,12147214,6,4,73,430417,1,1,,75100400,0,0,772,0,0,19700101010101
18317536775,0,6319,20160308062229,300005418,7804076,18,4,73,430408,3,3,,75100400,0,0,4868,0,0,19700101010101
18318646795,6,53525,20160308062257,100006059,88314925,1,4,73,430418,6,7,,75100500,0,0,4097,0,0,20160308062001
18318660847,8,3042,20160308062342,300006038,60720141,1,3,73,430416,21,1,,75100500,0,0,4097,0,0,20160308062001
