BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,VAL_FLAG,BL_COMP_CODE,RUN_COMP_CODE,LOW_COMP_CODE,BUS_GROUP_CODE,GET_POINT_CODE,POS_CODE,UP_TIME
18317879403,185,2790,20160308051243,300016518,12600616,7,0,77,320099,0,1,,75100400,0,0,5381,0,0,19700101010101
18327487971,0,8087,20160308052947,300016542,62665711,1,0,77,320079,1,1,,75101400,0,0,1942,0,0,19700101010101
18327497473,0,8087,20160308052949,300016542,67401051,19,0,77,320079,1,1,,75101400,0,0,1942,0,0,19700101010101
18327495796,0,8087,20160308052950,300016542,35554666,1,0,77,320079,1,1,,75101400,0,0,1942,0,0,19700101010101
18327477890,0,8087,20160308052952,300016542,53774676,1,0,77,320079,1,1,,75101400,0,0,1942,0,0,19700101010101
18327487061,0,13274,20160308053142,300016543,74515961,1,0,77,320079,2,2,,75101400,0,0,1942,0,0,19700101010101
18327494503,0,13274,20160308053404,300016543,78923528,1,0,77,320079,3,3,,75101400,0,0,1942,0,0,19700101010101
18327477454,0,8087,20160308053406,300016542,51355487,1,0,77,320079,3,3,,75101400,0,0,1942,0,0,19700101010101
18327475075,0,13274,20160308053406,300016543,74726610,1,0,77,320079,3,3,,75101400,0,0,1942,0,0,19700101010101
18327480556,0,8087,20160308053408,300016542,48612313,1,0,77,320079,3,3,,75101400,0,0,1942,0,0,19700101010101
18327476495,0,13274,20160308053408,300016543,46141957,1,0,77,320079,3,3,,75101400,0,0,1942,0,0,19700101010101
18327500915,0,13274,20160308053411,300016543,33504806,1,0,77,320079,3,3,,75101400,0,0,1942,0,0,19700101010101
18327483377,0,8087,20160308053851,300016542,41383349,81,0,77,320079,6,6,,75101400,0,0,1942,0,0,19700101010101
18327485150,185,13275,20160308053854,300016543,12625024,7,0,77,320079,0,6,,75101400,0,0,1942,0,0,19700101010101
18327496855,185,8088,20160308053854,300016542,12576852,7,0,77,320079,0,6,,75101400,0,0,1942,0,0,19700101010101
18327484813,185,7326,20160308054009,300016299,12624579,7,0,77,320081,0,1,,75101400,0,0,1942,0,0,19700101010101
18327501582,0,11641,20160308054010,300016293,38087866,18,0,77,320081,1,1,,75101400,0,0,1942,0,0,19700101010101
18327475733,0,13275,20160308054053,300016543,70374879,6,0,77,320079,7,7,,75101400,0,0,1942,0,0,19700101010101
18327499618,0,13275,20160308054055,300016543,72139789,1,0,77,320079,7,7,,75101400,0,0,1942,0,0,19700101010101
18327484542,0,8088,20160308054055,300016542,46944052,1,0,77,320079,7,7,,75101400,0,0,1942,0,0,19700101010101
18327493217,6,79623,20160308054058,300016544,70374879,6,0,77,320079,7,7,,75101400,0,0,1942,0,0,20160308054001
18327482969,6,47510,20160308054143,300016541,35554666,1,0,77,320079,1,7,,75101400,0,0,1942,0,0,20160308052901
18327496879,6,79624,20160308054146,300016544,33504806,1,0,77,320079,3,7,,75101400,0,0,1942,0,0,20160308053401
18327482201,6,47511,20160308054153,300016541,48612313,1,0,77,320079,3,7,,75101400,0,0,1942,0,0,20160308053401
18327479879,6,8089,20160308054154,300016542,51355487,1,0,77,320079,3,7,,75101400,0,0,1942,0,0,20160308053401
18327496841,0,7326,20160308054157,300016299,69078728,1,0,77,320081,2,2,,75101400,0,0,1942,0,0,19700101010101
18327492360,0,8089,20160308054214,300016542,26893039,1,0,77,320079,7,7,,75101400,0,0,1942,0,0,19700101010101
18327500704,0,8089,20160308054216,300016542,21633511,1,0,77,320079,7,7,,75101400,0,0,1942,0,0,19700101010101
18327494814,0,13275,20160308054216,300016543,15551754,1,0,77,320079,7,7,,75101400,0,0,1942,0,0,19700101010101
18327483801,6,47512,20160308054222,300016541,53774676,1,0,77,320079,1,7,,75101400,0,0,1942,0,0,20160308052901
18327495406,0,7326,20160308054421,300016299,74557700,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327501182,0,7326,20160308054422,300016299,51922085,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327489670,0,11641,20160308054422,300016293,1282692,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327495618,0,11641,20160308054423,300016293,11304114,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327483514,0,11641,20160308054424,300016293,15097967,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327487280,0,11641,20160308054425,300016293,89271440,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327488037,0,7326,20160308054426,300016299,65543535,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327475585,0,11641,20160308054427,300016293,47888570,1,0,77,320081,3,3,,75101400,0,0,1942,0,0,19700101010101
18327489286,6,47513,20160308054437,300016541,78923528,1,0,77,320079,3,8,,75101400,0,0,1942,0,0,20160308053401
18327488133,6,47514,20160308054509,300016541,62665711,1,0,77,320079,1,8,,75101400,0,0,1942,0,0,20160308052901
18327497799,0,8089,20160308054509,300016542,3464951,1,0,77,320079,8,8,,75101400,0,0,1942,0,0,19700101010101
18327479076,6,79625,20160308054540,300016544,72139789,1,0,77,320079,7,9,,75101400,0,0,1942,0,0,20160308054001
18327486452,6,69240,20160308054556,300016296,69078728,1,0,77,320081,2,4,,75101400,0,0,1942,0,0,20160308054101
18327479194,0,7326,20160308054608,300016299,42041473,18,0,77,320081,4,4,,75101400,0,0,1942,0,0,19700101010101
18327493761,6,79626,20160308054616,300016544,74515961,1,0,77,320079,2,9,,75101400,0,0,1942,0,0,20160308053101
18327491752,6,47515,20160308054844,300016541,74726610,1,0,77,320079,3,10,,75101400,0,0,1942,0,0,20160308053401
18327495112,0,8089,20160308054904,300016542,50686975,1,0,77,320079,10,10,,75101400,0,0,1942,0,0,19700101010101
18327499200,0,11641,20160308054908,300016293,44348787,1,0,77,320081,6,6,,75101400,0,0,1942,0,0,19700101010101
18327483003,0,11641,20160308054910,300016293,5811935,1,0,77,320081,6,6,,75101400,0,0,1942,0,0,19700101010101
18327477310,6,47516,20160308055033,300016541,46944052,1,0,77,320079,7,11,,75101400,0,0,1942,0,0,20160308054001
18327501105,6,47517,20160308055119,300016541,67401051,19,0,77,320079,1,11,,75101400,0,0,1942,0,0,20160308052901
18327489924,0,40396,20160308055143,300016294,26209978,1,0,77,320081,7,7,,75101400,0,0,1942,0,0,19700101010101
18327491584,0,8089,20160308055231,300016542,71081483,1,0,77,320079,11,11,,75101400,0,0,1942,0,0,19700101010101
18327496305,0,40396,20160308055312,300016294,52910255,1,0,77,320081,7,7,,75101400,0,0,1942,0,0,19700101010101
18327495455,0,8097,20160308055322,300016573,71618728,1,0,77,320078,1,1,,75101400,0,0,1942,0,0,19700101010101
18327489372,0,11698,20160308055323,300016508,25859301,19,0,77,320078,1,1,,75101400,0,0,1942,0,0,19700101010101
18327479624,0,11698,20160308055325,300016508,51311250,1,0,77,320078,1,1,,75101400,0,0,1942,0,0,19700101010101
18327477905,0,8097,20160308055418,300016573,80893298,1,0,77,320078,2,2,,75101400,0,0,1942,0,0,19700101010101
18327475289,0,13275,20160308055449,300016543,50245347,1,0,77,320079,12,12,,75101400,0,0,1942,0,0,19700101010101
18327491897,0,13275,20160308055451,300016543,1397787,1,0,77,320079,12,12,,75101400,0,0,1942,0,0,19700101010101
18327484511,0,8089,20160308055451,300016542,10719056,1,0,77,320079,12,12,,75101400,0,0,1942,0,0,19700101010101
18327490167,6,40397,20160308055456,300016294,51922085,1,0,77,320081,3,8,,75101400,0,0,1942,0,0,20160308054401
18327481709,6,79627,20160308055524,300016544,50686975,1,0,77,320079,10,12,,75101400,0,0,1942,0,0,20160308054901
18327492825,6,69241,20160308055550,300016296,15097967,1,0,77,320081,3,8,,75101400,0,0,1942,0,0,20160308054401
18327490704,0,8089,20160308055630,300016542,47088749,1,0,77,320079,12,12,,75101400,0,0,1942,0,0,19700101010101
