BUSDATA_ID,DEAL_TYPE,DEAL_SEQ_NUM,DEAL_TIME,SAM_CODE,GRANT_CARD_CODE,CARD_TYPE,MONTH_TICKET_TYPE,LINE_CODE,VEHICLE_CODE,ON_STATION,OFF_STATION,VAL_FLAG,BL_COMP_CODE,RUN_COMP_CODE,LOW_COMP_CODE,BUS_GROUP_CODE,GET_POINT_CODE,POS_CODE,UP_TIME
18317194940,0,5849,20160308053333,22053,30856899,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317200326,0,5849,20160308053334,22053,81876619,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317204568,0,5849,20160308053335,22053,42844711,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317200437,0,5849,20160308053337,22053,86906737,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317194709,0,5849,20160308053338,22053,61122108,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317192572,0,5849,20160308053339,22053,32069292,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317202073,0,5849,20160308053343,22053,44246927,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317188163,0,5849,20160308053344,22053,47508196,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317202944,0,5849,20160308053345,22053,47508194,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317210551,0,5849,20160308053347,22053,49367601,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317211152,6,62679,20160308053356,200001013,49367601,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,20160308053301
18317198823,0,5849,20160308053356,22053,71783096,1,2,365,410207,1,1,,75100400,0,0,1796,0,0,19700101010101
18317206562,0,5849,20160308053727,22053,42824943,1,2,365,410207,2,2,,75100400,0,0,1796,0,0,19700101010101
18317193272,0,5849,20160308054040,22053,35086140,1,2,365,410207,6,6,,75100400,0,0,1796,0,0,19700101010101
18317204571,6,62680,20160308054138,200001013,47508194,1,2,365,410207,1,6,,75100400,0,0,1796,0,0,20160308053301
18317201778,6,62681,20160308054142,200001013,47508196,1,2,365,410207,1,6,,75100400,0,0,1796,0,0,20160308053301
18317203455,6,62682,20160308054154,200001013,71783096,1,2,365,410207,1,6,,75100400,0,0,1796,0,0,20160308053301
18317209011,0,5849,20160308054211,22053,13467533,1,2,365,410207,6,6,,75100400,0,0,1796,0,0,19700101010101
18317193733,0,5849,20160308054500,22053,23896370,1,2,365,410207,9,9,,75100400,0,0,1796,0,0,19700101010101
18317195036,0,5849,20160308054504,22053,38471451,18,2,365,410207,9,9,,75100400,0,0,1796,0,0,19700101010101
18317200398,0,6485,20160308054832,100002977,43056542,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317205965,0,6485,20160308054833,100002977,10545095,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317210669,0,6485,20160308054834,100002977,71814017,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317207168,0,6485,20160308054836,100002977,67874669,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317200077,0,6485,20160308054837,100002977,16050692,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317199660,0,6485,20160308054838,100002977,13273784,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317192769,0,6485,20160308054840,100002977,32816825,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317197375,0,6485,20160308054842,100002977,47621846,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317194167,0,6485,20160308054847,100002977,21091091,1,2,365,410203,1,1,,75100400,0,0,1796,0,0,19700101010101
18317195034,6,62683,20160308054941,200001013,86906737,1,2,365,410207,1,11,,75100400,0,0,1796,0,0,20160308053301
18317210769,0,5849,20160308055015,22053,20820066,1,2,365,410207,11,11,,75100400,0,0,1796,0,0,19700101010101
18317195607,0,5849,20160308055016,22053,12161351,6,2,365,410207,11,11,,75100400,0,0,1796,0,0,19700101010101
18317193126,6,62684,20160308055017,200001013,61122108,1,2,365,410207,1,11,,75100400,0,0,1796,0,0,20160308053301
18317190599,185,5850,20160308055018,22053,12634621,7,0,365,410207,0,11,,75100400,0,0,1796,0,0,19700101010101
18317191267,0,5850,20160308055020,22053,84296148,1,2,365,410207,11,11,,75100400,0,0,1796,0,0,19700101010101
18317193717,6,62685,20160308055021,200001013,20820066,1,0,365,410207,11,11,,75100400,0,0,1796,0,0,20160308055001
18317197379,6,62686,20160308055024,200001013,42824943,1,2,365,410207,2,11,,75100400,0,0,1796,0,0,20160308053701
18317196174,6,62687,20160308055116,200001013,32069292,1,2,365,410207,1,12,,75100400,0,0,1796,0,0,20160308053301
18317209668,6,62688,20160308055135,200001013,30856899,1,2,365,410207,1,12,,75100400,0,0,1796,0,0,20160308053301
18317191617,6,69981,20160308055228,300027336,16050692,1,2,365,410203,1,4,,75100400,0,0,1796,0,0,20160308054801
18317188039,0,5850,20160308055244,22053,54060335,1,2,365,410207,12,12,,75100400,0,0,1796,0,0,19700101010101
18317192411,0,5850,20160308055447,22053,81081122,1,2,365,410207,13,13,,75100400,0,0,1796,0,0,19700101010101
18317197733,0,5850,20160308055449,22053,82601323,1,2,365,410207,13,13,,75100400,0,0,1796,0,0,19700101010101
18317203853,6,69982,20160308055520,300027336,32816825,1,2,365,410203,1,6,,75100400,0,0,1796,0,0,20160308054801
18317192064,6,69983,20160308055526,300027336,71814017,1,2,365,410203,1,6,,75100400,0,0,1796,0,0,20160308054801
18317191964,0,4577,20160308055539,300003130,6950565,1,1,365,410199,31,31,,75100400,0,0,1796,0,0,19700101010101
18317205677,0,5850,20160308055628,22053,27275912,1,2,365,410207,14,14,,75100400,0,0,1796,0,0,19700101010101
18317204192,0,4577,20160308055652,300003130,2531829,1,1,365,410199,30,30,,75100400,0,0,1796,0,0,19700101010101
18317190865,8,4578,20160308055653,300003130,23960365,1,0,365,410199,31,30,,75100400,0,0,1796,0,0,20160307183901
18317207224,0,4578,20160308055653,300003130,23960365,1,1,365,410199,30,30,,75100400,0,0,1796,0,0,19700101010101
18317208299,0,6485,20160308055705,100002977,23712692,1,2,365,410203,6,6,,75100400,0,0,1796,0,0,19700101010101
18317191362,0,6485,20160308055707,100002977,15078509,1,2,365,410203,6,6,,75100400,0,0,1796,0,0,19700101010101
18317204797,0,4578,20160308055731,300003130,38470626,18,1,365,410199,30,30,,75100400,0,0,1796,0,0,19700101010101
18317198582,0,5850,20160308055827,22053,65763056,1,2,365,410207,14,14,,75100400,0,0,1796,0,0,19700101010101
18317190709,0,5850,20160308055837,22053,54228458,1,2,365,410207,14,14,,75100400,0,0,1796,0,0,19700101010101
18317198078,0,6485,20160308060020,100002977,81187019,19,2,365,410203,8,8,,75100400,0,0,1796,0,0,19700101010101
18317198476,0,6485,20160308060022,100002977,79096374,1,2,365,410203,8,8,,75100400,0,0,1796,0,0,19700101010101
18317206830,0,4578,20160308060106,300003130,46160222,1,1,365,410199,28,28,,75100400,0,0,1796,0,0,19700101010101
18317188093,0,5850,20160308060112,22053,3288505,1,2,365,410207,16,16,,75100400,0,0,1796,0,0,19700101010101
18317192148,0,5850,20160308060114,22053,33895395,1,2,365,410207,16,16,,75100400,0,0,1796,0,0,19700101010101
18317199895,0,5850,20160308060118,22053,48762925,1,2,365,410207,16,16,,75100400,0,0,1796,0,0,19700101010101
18317201575,0,6485,20160308060119,100002977,1001714,1,2,365,410203,8,8,,75100400,0,0,1796,0,0,19700101010101
18317210445,0,4957,20160308060121,300014260,68090261,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317203788,0,4957,20160308060122,300014260,67401629,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317200694,0,4957,20160308060124,300014260,48021231,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317205289,0,4957,20160308060125,300014260,39040828,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317196769,0,4957,20160308060126,300014260,47640381,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317190007,0,4957,20160308060127,300014260,46413932,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317193935,0,4957,20160308060129,300014260,87590529,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317190975,0,4957,20160308060131,300014260,31439606,1,2,365,410204,1,1,,75100400,0,0,1796,0,0,19700101010101
18317196588,0,6485,20160308060220,100002977,52421463,1,2,365,410203,9,9,,75100400,0,0,1796,0,0,19700101010101
18317193381,0,6485,20160308060222,100002977,62352529,1,2,365,410203,9,9,,75100400,0,0,1796,0,0,19700101010101
18317210723,0,6485,20160308060224,100002977,8705955,18,2,365,410203,9,9,,75100400,0,0,1796,0,0,19700101010101
18317193266,0,4957,20160308060224,300014260,82328880,19,2,365,410204,2,2,,75100400,0,0,1796,0,0,19700101010101
18317202483,0,4578,20160308060257,300003130,2940118,1,1,365,410199,27,27,,75100400,0,0,1796,0,0,19700101010101
18317200469,0,5850,20160308060319,22053,71779062,1,2,365,410207,15,15,,75100400,0,0,1796,0,0,19700101010101
18317196725,0,5850,20160308060320,22053,13937474,1,2,365,410207,15,15,,75100400,0,0,1796,0,0,19700101010101
18317193691,6,62689,20160308060420,200001013,81081122,1,2,365,410207,13,15,,75100400,0,0,1796,0,0,20160308055401
18317188264,6,46136,20160308060438,300002889,46160222,1,1,365,410199,28,26,,75100400,0,0,1796,0,0,20160308060101
18317192111,0,5850,20160308060445,22053,63754523,1,2,365,410207,18,18,,75100400,0,0,1796,0,0,19700101010101
18317202446,6,46137,20160308060456,300002889,6950565,1,0,365,410199,31,26,,75100400,0,0,1796,0,0,20160308055501
18317197989,6,46138,20160308060458,300002889,23960365,1,0,365,410199,30,26,,75100400,0,0,1796,0,0,20160308055601
18317191478,0,4957,20160308060505,300014260,46766485,1,2,365,410204,3,3,,75100400,0,0,1796,0,0,19700101010101
18317190281,0,5112,20160308060524,300011595,27674323,1,1,365,410197,31,31,,75100400,0,0,1796,0,0,19700101010101
18317200914,0,5112,20160308060527,300011595,43587870,1,1,365,410197,31,31,,75100400,0,0,1796,0,0,19700101010101
18317193527,6,64065,20160308060600,10823,46413932,1,2,365,410204,1,4,,75100400,0,0,1796,0,0,20160308060101
18317210170,6,64066,20160308060602,10823,87590529,1,2,365,410204,1,4,,75100400,0,0,1796,0,0,20160308060101
18317202062,6,62690,20160308060605,200001013,82601323,1,2,365,410207,13,19,,75100400,0,0,1796,0,0,20160308055401
18317206079,6,62691,20160308060610,200001013,48762925,1,2,365,410207,16,19,,75100400,0,0,1796,0,0,20160308060101
18317189874,6,62692,20160308060614,200001013,23896370,1,0,365,410207,9,19,,75100400,0,0,1796,0,0,20160308054501
18317195901,6,69984,20160308060626,300027336,15078509,1,2,365,410203,6,11,,75100400,0,0,1796,0,0,20160308055701
18317202612,6,69985,20160308060629,300027336,67874669,1,2,365,410203,1,11,,75100400,0,0,1796,0,0,20160308054801
18317199728,6,46139,20160308060708,300002889,2531829,1,0,365,410199,30,23,,75100400,0,0,1796,0,0,20160308055601
18317200079,6,46140,20160308060712,300002889,38470626,18,1,365,410199,30,23,,75100400,0,0,1796,0,0,20160308055701
18317198573,0,6485,20160308060717,100002977,79335329,1,2,365,410203,11,11,,75100400,0,0,1796,0,0,19700101010101
18317188228,6,62693,20160308060733,200001013,44246927,1,2,365,410207,1,20,,75100400,0,0,1796,0,0,20160308053301
18317204207,6,69986,20160308060806,300027336,43056542,1,2,365,410203,1,12,,75100400,0,0,1796,0,0,20160308054801
18317210246,6,69987,20160308060833,300027336,13273784,1,0,365,410203,1,12,,75100400,0,0,1796,0,0,20160308054801
18317191827,0,5112,20160308060842,300011595,28919083,1,1,365,410197,30,30,,75100400,0,0,1796,0,0,19700101010101
18317197421,0,4578,20160308060903,300003130,45365088,1,1,365,410199,22,22,,75100400,0,0,1796,0,0,19700101010101
18317189270,0,4578,20160308060905,300003130,74415471,1,1,365,410199,22,22,,75100400,0,0,1796,0,0,19700101010101
18317194058,0,4578,20160308060907,300003130,47545053,1,1,365,410199,22,22,,75100400,0,0,1796,0,0,19700101010101
18317188073,6,46141,20160308061002,300002889,2940118,1,0,365,410199,27,21,,75100400,0,0,1796,0,0,20160308060201
18317205758,6,62694,20160308061050,200001013,84296148,1,2,365,410207,11,21,,75100400,0,0,1796,0,0,20160308055001
18317193752,0,4957,20160308061052,300014260,71240107,1,2,365,410204,5,5,,75100400,0,0,1796,0,0,19700101010101
18317195440,6,62695,20160308061059,200001013,35086140,1,2,365,410207,6,21,,75100400,0,0,1796,0,0,20160308054001
18317199744,0,3395,20160308061112,300009908,44797705,1,2,365,410218,1,1,,75100400,0,0,1796,0,0,19700101010101
